language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
zh,19,triple,NMT,研究员在会议期间批准了治疗。,N,M,T,,,研究员在会议期间显然未能打算批准治疗。,研究员在会议期间显然没有批准治疗。,研究员在会议期间显然没有批准治疗。,研究员在会议期间显然未能打算批准治疗。,研究员在会议期间显然没有批准治疗。,研究员在会议期间显然未能打算批准治疗。
zh,19,triple,QMT,研究员在会议期间批准了治疗。,Q,M,T,,,研究员在会议期间显然打算批准治疗是真的吗？,研究员在会议期间会显然批准了治疗吗？,研究员在会议期间显然打算批准治疗是真的吗？,研究员在会议期间显然打算批准治疗是真的吗？,研究员在会议期间会显然批准了治疗吗？,研究员在会议期间显然批准了治疗将是真的吗？
zh,20,pair,NQ_vs_QN,经理早上支持了理论。,N,Q,,经理早上未能支持理论吗？,经理早上支持了理论是假的么？,,,,,,
zh,20,pair,NM_vs_MN,经理早上支持了理论。,N,M,,经理早上据报道拒绝支持理论。,经理早上据报道拒绝支持理论。,,,,,,
zh,20,pair,NT_vs_TN,经理早上支持了理论。,N,T,,经理早上未能打算支持理论。,经理早上没有支持理论。,,,,,,
zh,20,pair,QM_vs_MQ,经理早上支持了理论。,Q,M,,经理早上据报道支持了理论是真的吗？,经理早上据报道支持理论吗？,,,,,,
zh,20,pair,QT_vs_TQ,经理早上支持了理论。,Q,T,,经理早上支持了理论将是真的吗？,经理早上会支持了理论吗？,,,,,,
zh,20,pair,MT_vs_TM,经理早上支持了理论。,M,T,,经理早上据报道打算支持理论。,经理早上据报道打算支持理论。,,,,,,
zh,20,triple,NQM,经理早上支持了理论。,N,Q,M,,,经理早上据报道拒绝支持理论是真的吗？,经理早上据报道支持了理论是假的么？,经理早上未能支持理论吗？,经理早上未能支持理论吗？,经理早上据报道支持了理论是假的么？,经理早上据报道支持了理论是假的么？
zh,20,triple,NQT,经理早上支持了理论。,N,Q,T,,,经理早上拒绝支持理论将是真的吗？,经理早上打算支持理论是假的么？,经理早上会拒绝支持理论吗？,经理早上会拒绝支持理论吗？,经理早上打算支持理论是假的么？,经理早上打算支持理论是假的么？
zh,20,triple,NMT,经理早上支持了理论。,N,M,T,,,经理早上据报道未能打算支持理论。,经理早上据报道没有支持理论。,经理早上据报道没有支持理论。,经理早上据报道未能打算支持理论。,经理早上据报道没有支持理论。,经理早上据报道未能打算支持理论。
zh,20,triple,QMT,经理早上支持了理论。,Q,M,T,,,经理早上据报道打算支持理论是真的吗？,经理早上会据报道支持了理论吗？,经理早上据报道打算支持理论是真的吗？,经理早上据报道打算支持理论是真的吗？,经理早上会据报道支持了理论吗？,经理早上据报道支持了理论将是真的吗？
zh,21,pair,NQ_vs_QN,老师在截止日期之前支持了理论。,N,Q,,老师在截止日期之前未能支持理论吗？,老师在截止日期之前支持了理论是假的么？,,,,,,
zh,21,pair,NM_vs_MN,老师在截止日期之前支持了理论。,N,M,,老师在截止日期之前据称没有支持理论。,老师在截止日期之前据称没有支持理论。,,,,,,
zh,21,pair,NT_vs_TN,老师在截止日期之前支持了理论。,N,T,,老师在截止日期之前未能计划支持理论。,老师在截止日期之前没有支持理论。,,,,,,
zh,21,pair,QM_vs_MQ,老师在截止日期之前支持了理论。,Q,M,,老师在截止日期之前据称支持了理论是真的吗？,老师在截止日期之前据称支持理论吗？,,,,,,
zh,21,pair,QT_vs_TQ,老师在截止日期之前支持了理论。,Q,T,,老师在截止日期之前支持了理论将是真的吗？,老师在截止日期之前会支持了理论吗？,,,,,,
zh,21,pair,MT_vs_TM,老师在截止日期之前支持了理论。,M,T,,老师在截止日期之前据称计划支持理论。,老师在截止日期之前据称计划支持理论。,,,,,,
zh,21,triple,NQM,老师在截止日期之前支持了理论。,N,Q,M,,,老师在截止日期之前据称没有支持理论是真的吗？,老师在截止日期之前据称支持了理论是假的么？,老师在截止日期之前未能支持理论吗？,老师在截止日期之前未能支持理论吗？,老师在截止日期之前据称支持了理论是假的么？,老师在截止日期之前据称支持了理论是假的么？
zh,21,triple,NQT,老师在截止日期之前支持了理论。,N,Q,T,,,老师在截止日期之前没有支持理论将是真的吗？,老师在截止日期之前计划支持理论是假的么？,老师在截止日期之前会没有支持理论吗？,老师在截止日期之前会没有支持理论吗？,老师在截止日期之前计划支持理论是假的么？,老师在截止日期之前计划支持理论是假的么？
zh,21,triple,NMT,老师在截止日期之前支持了理论。,N,M,T,,,老师在截止日期之前据称未能计划支持理论。,老师在截止日期之前据称没有支持理论。,老师在截止日期之前据称没有支持理论。,老师在截止日期之前据称未能计划支持理论。,老师在截止日期之前据称没有支持理论。,老师在截止日期之前据称未能计划支持理论。
zh,21,triple,QMT,老师在截止日期之前支持了理论。,Q,M,T,,,老师在截止日期之前据称计划支持理论是真的吗？,老师在截止日期之前会据称支持了理论吗？,老师在截止日期之前据称计划支持理论是真的吗？,老师在截止日期之前据称计划支持理论是真的吗？,老师在截止日期之前会据称支持了理论吗？,老师在截止日期之前据称支持了理论将是真的吗？
zh,22,pair,NQ_vs_QN,分析师在截止日期之前修复了错误。,N,Q,,分析师在截止日期之前未能修复错误吗？,分析师在截止日期之前修复了错误是假的么？,,,,,,
zh,22,pair,NM_vs_MN,分析师在截止日期之前修复了错误。,N,M,,分析师在截止日期之前据报道没有修复错误。,分析师在截止日期之前据报道没有修复错误。,,,,,,
zh,22,pair,NT_vs_TN,分析师在截止日期之前修复了错误。,N,T,,分析师在截止日期之前未能计划修复错误。,分析师在截止日期之前没有修复错误。,,,,,,
zh,22,pair,QM_vs_MQ,分析师在截止日期之前修复了错误。,Q,M,,分析师在截止日期之前据报道修复了错误是真的吗？,分析师在截止日期之前据报道修复错误吗？,,,,,,
zh,22,pair,QT_vs_TQ,分析师在截止日期之前修复了错误。,Q,T,,分析师在截止日期之前修复了错误将是真的吗？,分析师在截止日期之前会修复了错误吗？,,,,,,
zh,22,pair,MT_vs_TM,分析师在截止日期之前修复了错误。,M,T,,分析师在截止日期之前据报道计划修复错误。,分析师在截止日期之前据报道计划修复错误。,,,,,,
zh,22,triple,NQM,分析师在截止日期之前修复了错误。,N,Q,M,,,分析师在截止日期之前据报道没有修复错误是真的吗？,分析师在截止日期之前据报道修复了错误是假的么？,分析师在截止日期之前未能修复错误吗？,分析师在截止日期之前未能修复错误吗？,分析师在截止日期之前据报道修复了错误是假的么？,分析师在截止日期之前据报道修复了错误是假的么？
zh,22,triple,NQT,分析师在截止日期之前修复了错误。,N,Q,T,,,分析师在截止日期之前没有修复错误将是真的吗？,分析师在截止日期之前计划修复错误是假的么？,分析师在截止日期之前会没有修复错误吗？,分析师在截止日期之前会没有修复错误吗？,分析师在截止日期之前计划修复错误是假的么？,分析师在截止日期之前计划修复错误是假的么？
zh,22,triple,NMT,分析师在截止日期之前修复了错误。,N,M,T,,,分析师在截止日期之前据报道未能计划修复错误。,分析师在截止日期之前据报道没有修复错误。,分析师在截止日期之前据报道没有修复错误。,分析师在截止日期之前据报道未能计划修复错误。,分析师在截止日期之前据报道没有修复错误。,分析师在截止日期之前据报道未能计划修复错误。
zh,22,triple,QMT,分析师在截止日期之前修复了错误。,Q,M,T,,,分析师在截止日期之前据报道计划修复错误是真的吗？,分析师在截止日期之前会据报道修复了错误吗？,分析师在截止日期之前据报道计划修复错误是真的吗？,分析师在截止日期之前据报道计划修复错误是真的吗？,分析师在截止日期之前会据报道修复了错误吗？,分析师在截止日期之前据报道修复了错误将是真的吗？
zh,23,pair,NQ_vs_QN,经理在会议期间支持了理论。,N,Q,,经理在会议期间未能支持理论吗？,经理在会议期间支持了理论是假的么？,,,,,,
zh,23,pair,NM_vs_MN,经理在会议期间支持了理论。,N,M,,经理在会议期间据报道没有支持理论。,经理在会议期间据报道没有支持理论。,,,,,,
zh,23,pair,NT_vs_TN,经理在会议期间支持了理论。,N,T,,经理在会议期间未能计划支持理论。,经理在会议期间没有支持理论。,,,,,,
zh,23,pair,QM_vs_MQ,经理在会议期间支持了理论。,Q,M,,经理在会议期间据报道支持了理论是真的吗？,经理在会议期间据报道支持理论吗？,,,,,,
zh,23,pair,QT_vs_TQ,经理在会议期间支持了理论。,Q,T,,经理在会议期间支持了理论将是真的吗？,经理在会议期间会支持了理论吗？,,,,,,
zh,23,pair,MT_vs_TM,经理在会议期间支持了理论。,M,T,,经理在会议期间据报道计划支持理论。,经理在会议期间据报道计划支持理论。,,,,,,
zh,23,triple,NQM,经理在会议期间支持了理论。,N,Q,M,,,经理在会议期间据报道没有支持理论是真的吗？,经理在会议期间据报道支持了理论是假的么？,经理在会议期间未能支持理论吗？,经理在会议期间未能支持理论吗？,经理在会议期间据报道支持了理论是假的么？,经理在会议期间据报道支持了理论是假的么？
zh,23,triple,NQT,经理在会议期间支持了理论。,N,Q,T,,,经理在会议期间没有支持理论将是真的吗？,经理在会议期间计划支持理论是假的么？,经理在会议期间会没有支持理论吗？,经理在会议期间会没有支持理论吗？,经理在会议期间计划支持理论是假的么？,经理在会议期间计划支持理论是假的么？
zh,23,triple,NMT,经理在会议期间支持了理论。,N,M,T,,,经理在会议期间据报道未能计划支持理论。,经理在会议期间据报道没有支持理论。,经理在会议期间据报道没有支持理论。,经理在会议期间据报道未能计划支持理论。,经理在会议期间据报道没有支持理论。,经理在会议期间据报道未能计划支持理论。
zh,23,triple,QMT,经理在会议期间支持了理论。,Q,M,T,,,经理在会议期间据报道计划支持理论是真的吗？,经理在会议期间会据报道支持了理论吗？,经理在会议期间据报道计划支持理论是真的吗？,经理在会议期间据报道计划支持理论是真的吗？,经理在会议期间会据报道支持了理论吗？,经理在会议期间据报道支持了理论将是真的吗？
zh,24,pair,NQ_vs_QN,科学家在截止日期之前批准了治疗。,N,Q,,科学家在截止日期之前未能批准治疗吗？,科学家在截止日期之前批准了治疗是假的么？,,,,,,
zh,24,pair,NM_vs_MN,科学家在截止日期之前批准了治疗。,N,M,,科学家在截止日期之前据称未能批准治疗。,科学家在截止日期之前据称未能批准治疗。,,,,,,
zh,24,pair,NT_vs_TN,科学家在截止日期之前批准了治疗。,N,T,,科学家在截止日期之前未能将批准治疗。,科学家在截止日期之前没有批准治疗。,,,,,,
zh,24,pair,QM_vs_MQ,科学家在截止日期之前批准了治疗。,Q,M,,科学家在截止日期之前据称批准了治疗是真的吗？,科学家在截止日期之前据称批准治疗吗？,,,,,,
zh,24,pair,QT_vs_TQ,科学家在截止日期之前批准了治疗。,Q,T,,科学家在截止日期之前批准了治疗将是真的吗？,科学家在截止日期之前会批准了治疗吗？,,,,,,
zh,24,pair,MT_vs_TM,科学家在截止日期之前批准了治疗。,M,T,,科学家在截止日期之前据称将批准治疗。,科学家在截止日期之前据称将批准治疗。,,,,,,
zh,24,triple,NQM,科学家在截止日期之前批准了治疗。,N,Q,M,,,科学家在截止日期之前据称未能批准治疗是真的吗？,科学家在截止日期之前据称批准了治疗是假的么？,科学家在截止日期之前未能批准治疗吗？,科学家在截止日期之前未能批准治疗吗？,科学家在截止日期之前据称批准了治疗是假的么？,科学家在截止日期之前据称批准了治疗是假的么？
zh,24,triple,NQT,科学家在截止日期之前批准了治疗。,N,Q,T,,,科学家在截止日期之前未能批准治疗将是真的吗？,科学家在截止日期之前将批准治疗是假的么？,科学家在截止日期之前会未能批准治疗吗？,科学家在截止日期之前会未能批准治疗吗？,科学家在截止日期之前将批准治疗是假的么？,科学家在截止日期之前将批准治疗是假的么？
zh,24,triple,NMT,科学家在截止日期之前批准了治疗。,N,M,T,,,科学家在截止日期之前据称未能将批准治疗。,科学家在截止日期之前据称没有批准治疗。,科学家在截止日期之前据称没有批准治疗。,科学家在截止日期之前据称未能将批准治疗。,科学家在截止日期之前据称没有批准治疗。,科学家在截止日期之前据称未能将批准治疗。
zh,24,triple,QMT,科学家在截止日期之前批准了治疗。,Q,M,T,,,科学家在截止日期之前据称将批准治疗是真的吗？,科学家在截止日期之前会据称批准了治疗吗？,科学家在截止日期之前据称将批准治疗是真的吗？,科学家在截止日期之前据称将批准治疗是真的吗？,科学家在截止日期之前会据称批准了治疗吗？,科学家在截止日期之前据称批准了治疗将是真的吗？
zh,25,pair,NQ_vs_QN,经理早上确认了答案。,N,Q,,经理早上未能确认答案吗？,经理早上确认了答案是假的么？,,,,,,
zh,25,pair,NM_vs_MN,经理早上确认了答案。,N,M,,经理早上据称拒绝确认答案。,经理早上据称拒绝确认答案。,,,,,,
zh,25,pair,NT_vs_TN,经理早上确认了答案。,N,T,,经理早上未能将确认答案。,经理早上没有确认答案。,,,,,,
zh,25,pair,QM_vs_MQ,经理早上确认了答案。,Q,M,,经理早上据称确认了答案是真的吗？,经理早上据称确认答案吗？,,,,,,
zh,25,pair,QT_vs_TQ,经理早上确认了答案。,Q,T,,经理早上确认了答案将是真的吗？,经理早上会确认了答案吗？,,,,,,
zh,25,pair,MT_vs_TM,经理早上确认了答案。,M,T,,经理早上据称将确认答案。,经理早上据称将确认答案。,,,,,,
zh,25,triple,NQM,经理早上确认了答案。,N,Q,M,,,经理早上据称拒绝确认答案是真的吗？,经理早上据称确认了答案是假的么？,经理早上未能确认答案吗？,经理早上未能确认答案吗？,经理早上据称确认了答案是假的么？,经理早上据称确认了答案是假的么？
zh,25,triple,NQT,经理早上确认了答案。,N,Q,T,,,经理早上拒绝确认答案将是真的吗？,经理早上将确认答案是假的么？,经理早上会拒绝确认答案吗？,经理早上会拒绝确认答案吗？,经理早上将确认答案是假的么？,经理早上将确认答案是假的么？
zh,25,triple,NMT,经理早上确认了答案。,N,M,T,,,经理早上据称未能将确认答案。,经理早上据称没有确认答案。,经理早上据称没有确认答案。,经理早上据称未能将确认答案。,经理早上据称没有确认答案。,经理早上据称未能将确认答案。
zh,25,triple,QMT,经理早上确认了答案。,Q,M,T,,,经理早上据称将确认答案是真的吗？,经理早上会据称确认了答案吗？,经理早上据称将确认答案是真的吗？,经理早上据称将确认答案是真的吗？,经理早上会据称确认了答案吗？,经理早上据称确认了答案将是真的吗？
zh,26,pair,NQ_vs_QN,科学家早上接受了解释。,N,Q,,科学家早上未能接受解释吗？,科学家早上接受了解释是假的么？,,,,,,
zh,26,pair,NM_vs_MN,科学家早上接受了解释。,N,M,,科学家早上据称没有接受解释。,科学家早上据称没有接受解释。,,,,,,
zh,26,pair,NT_vs_TN,科学家早上接受了解释。,N,T,,科学家早上未能将接受解释。,科学家早上没有接受解释。,,,,,,
zh,26,pair,QM_vs_MQ,科学家早上接受了解释。,Q,M,,科学家早上据称接受了解释是真的吗？,科学家早上据称接受解释吗？,,,,,,
zh,26,pair,QT_vs_TQ,科学家早上接受了解释。,Q,T,,科学家早上接受了解释将是真的吗？,科学家早上会接受了解释吗？,,,,,,
zh,26,pair,MT_vs_TM,科学家早上接受了解释。,M,T,,科学家早上据称将接受解释。,科学家早上据称将接受解释。,,,,,,
zh,26,triple,NQM,科学家早上接受了解释。,N,Q,M,,,科学家早上据称没有接受解释是真的吗？,科学家早上据称接受了解释是假的么？,科学家早上未能接受解释吗？,科学家早上未能接受解释吗？,科学家早上据称接受了解释是假的么？,科学家早上据称接受了解释是假的么？
zh,26,triple,NQT,科学家早上接受了解释。,N,Q,T,,,科学家早上没有接受解释将是真的吗？,科学家早上将接受解释是假的么？,科学家早上会没有接受解释吗？,科学家早上会没有接受解释吗？,科学家早上将接受解释是假的么？,科学家早上将接受解释是假的么？
zh,26,triple,NMT,科学家早上接受了解释。,N,M,T,,,科学家早上据称未能将接受解释。,科学家早上据称没有接受解释。,科学家早上据称没有接受解释。,科学家早上据称未能将接受解释。,科学家早上据称没有接受解释。,科学家早上据称未能将接受解释。
zh,26,triple,QMT,科学家早上接受了解释。,Q,M,T,,,科学家早上据称将接受解释是真的吗？,科学家早上会据称接受了解释吗？,科学家早上据称将接受解释是真的吗？,科学家早上据称将接受解释是真的吗？,科学家早上会据称接受了解释吗？,科学家早上据称接受了解释将是真的吗？
zh,27,pair,NQ_vs_QN,程序员在审查之后修复了错误。,N,Q,,程序员在审查之后未能修复错误吗？,程序员在审查之后修复了错误是假的么？,,,,,,
zh,27,pair,NM_vs_MN,程序员在审查之后修复了错误。,N,M,,程序员在审查之后显然拒绝修复错误。,程序员在审查之后显然拒绝修复错误。,,,,,,
zh,27,pair,NT_vs_TN,程序员在审查之后修复了错误。,N,T,,程序员在审查之后未能计划修复错误。,程序员在审查之后没有修复错误。,,,,,,
zh,27,pair,QM_vs_MQ,程序员在审查之后修复了错误。,Q,M,,程序员在审查之后显然修复了错误是真的吗？,程序员在审查之后显然修复错误吗？,,,,,,
zh,27,pair,QT_vs_TQ,程序员在审查之后修复了错误。,Q,T,,程序员在审查之后修复了错误将是真的吗？,程序员在审查之后会修复了错误吗？,,,,,,
zh,27,pair,MT_vs_TM,程序员在审查之后修复了错误。,M,T,,程序员在审查之后显然计划修复错误。,程序员在审查之后显然计划修复错误。,,,,,,
zh,27,triple,NQM,程序员在审查之后修复了错误。,N,Q,M,,,程序员在审查之后显然拒绝修复错误是真的吗？,程序员在审查之后显然修复了错误是假的么？,程序员在审查之后未能修复错误吗？,程序员在审查之后未能修复错误吗？,程序员在审查之后显然修复了错误是假的么？,程序员在审查之后显然修复了错误是假的么？
zh,27,triple,NQT,程序员在审查之后修复了错误。,N,Q,T,,,程序员在审查之后拒绝修复错误将是真的吗？,程序员在审查之后计划修复错误是假的么？,程序员在审查之后会拒绝修复错误吗？,程序员在审查之后会拒绝修复错误吗？,程序员在审查之后计划修复错误是假的么？,程序员在审查之后计划修复错误是假的么？
zh,27,triple,NMT,程序员在审查之后修复了错误。,N,M,T,,,程序员在审查之后显然未能计划修复错误。,程序员在审查之后显然没有修复错误。,程序员在审查之后显然没有修复错误。,程序员在审查之后显然未能计划修复错误。,程序员在审查之后显然没有修复错误。,程序员在审查之后显然未能计划修复错误。
zh,27,triple,QMT,程序员在审查之后修复了错误。,Q,M,T,,,程序员在审查之后显然计划修复错误是真的吗？,程序员在审查之后会显然修复了错误吗？,程序员在审查之后显然计划修复错误是真的吗？,程序员在审查之后显然计划修复错误是真的吗？,程序员在审查之后会显然修复了错误吗？,程序员在审查之后显然修复了错误将是真的吗？
zh,28,pair,NQ_vs_QN,老师早上接受了解释。,N,Q,,老师早上未能接受解释吗？,老师早上接受了解释是假的么？,,,,,,
zh,28,pair,NM_vs_MN,老师早上接受了解释。,N,M,,老师早上据报道没有接受解释。,老师早上据报道没有接受解释。,,,,,,
zh,28,pair,NT_vs_TN,老师早上接受了解释。,N,T,,老师早上未能打算接受解释。,老师早上没有接受解释。,,,,,,
zh,28,pair,QM_vs_MQ,老师早上接受了解释。,Q,M,,老师早上据报道接受了解释是真的吗？,老师早上据报道接受解释吗？,,,,,,
zh,28,pair,QT_vs_TQ,老师早上接受了解释。,Q,T,,老师早上接受了解释将是真的吗？,老师早上会接受了解释吗？,,,,,,
zh,28,pair,MT_vs_TM,老师早上接受了解释。,M,T,,老师早上据报道打算接受解释。,老师早上据报道打算接受解释。,,,,,,
zh,28,triple,NQM,老师早上接受了解释。,N,Q,M,,,老师早上据报道没有接受解释是真的吗？,老师早上据报道接受了解释是假的么？,老师早上未能接受解释吗？,老师早上未能接受解释吗？,老师早上据报道接受了解释是假的么？,老师早上据报道接受了解释是假的么？
zh,28,triple,NQT,老师早上接受了解释。,N,Q,T,,,老师早上没有接受解释将是真的吗？,老师早上打算接受解释是假的么？,老师早上会没有接受解释吗？,老师早上会没有接受解释吗？,老师早上打算接受解释是假的么？,老师早上打算接受解释是假的么？
zh,28,triple,NMT,老师早上接受了解释。,N,M,T,,,老师早上据报道未能打算接受解释。,老师早上据报道没有接受解释。,老师早上据报道没有接受解释。,老师早上据报道未能打算接受解释。,老师早上据报道没有接受解释。,老师早上据报道未能打算接受解释。
zh,28,triple,QMT,老师早上接受了解释。,Q,M,T,,,老师早上据报道打算接受解释是真的吗？,老师早上会据报道接受了解释吗？,老师早上据报道打算接受解释是真的吗？,老师早上据报道打算接受解释是真的吗？,老师早上会据报道接受了解释吗？,老师早上据报道接受了解释将是真的吗？
zh,29,pair,NQ_vs_QN,程序员在会议期间支持了理论。,N,Q,,程序员在会议期间未能支持理论吗？,程序员在会议期间支持了理论是假的么？,,,,,,
zh,29,pair,NM_vs_MN,程序员在会议期间支持了理论。,N,M,,程序员在会议期间据报道没有支持理论。,程序员在会议期间据报道没有支持理论。,,,,,,
zh,29,pair,NT_vs_TN,程序员在会议期间支持了理论。,N,T,,程序员在会议期间未能打算支持理论。,程序员在会议期间没有支持理论。,,,,,,
zh,29,pair,QM_vs_MQ,程序员在会议期间支持了理论。,Q,M,,程序员在会议期间据报道支持了理论是真的吗？,程序员在会议期间据报道支持理论吗？,,,,,,
zh,29,pair,QT_vs_TQ,程序员在会议期间支持了理论。,Q,T,,程序员在会议期间支持了理论将是真的吗？,程序员在会议期间会支持了理论吗？,,,,,,
zh,29,pair,MT_vs_TM,程序员在会议期间支持了理论。,M,T,,程序员在会议期间据报道打算支持理论。,程序员在会议期间据报道打算支持理论。,,,,,,
zh,29,triple,NQM,程序员在会议期间支持了理论。,N,Q,M,,,程序员在会议期间据报道没有支持理论是真的吗？,程序员在会议期间据报道支持了理论是假的么？,程序员在会议期间未能支持理论吗？,程序员在会议期间未能支持理论吗？,程序员在会议期间据报道支持了理论是假的么？,程序员在会议期间据报道支持了理论是假的么？
zh,29,triple,NQT,程序员在会议期间支持了理论。,N,Q,T,,,程序员在会议期间没有支持理论将是真的吗？,程序员在会议期间打算支持理论是假的么？,程序员在会议期间会没有支持理论吗？,程序员在会议期间会没有支持理论吗？,程序员在会议期间打算支持理论是假的么？,程序员在会议期间打算支持理论是假的么？
zh,29,triple,NMT,程序员在会议期间支持了理论。,N,M,T,,,程序员在会议期间据报道未能打算支持理论。,程序员在会议期间据报道没有支持理论。,程序员在会议期间据报道没有支持理论。,程序员在会议期间据报道未能打算支持理论。,程序员在会议期间据报道没有支持理论。,程序员在会议期间据报道未能打算支持理论。
zh,29,triple,QMT,程序员在会议期间支持了理论。,Q,M,T,,,程序员在会议期间据报道打算支持理论是真的吗？,程序员在会议期间会据报道支持了理论吗？,程序员在会议期间据报道打算支持理论是真的吗？,程序员在会议期间据报道打算支持理论是真的吗？,程序员在会议期间会据报道支持了理论吗？,程序员在会议期间据报道支持了理论将是真的吗？
zh,30,pair,NQ_vs_QN,科学家在审查之后接受了解释。,N,Q,,科学家在审查之后未能接受解释吗？,科学家在审查之后接受了解释是假的么？,,,,,,
zh,30,pair,NM_vs_MN,科学家在审查之后接受了解释。,N,M,,科学家在审查之后据称没有接受解释。,科学家在审查之后据称没有接受解释。,,,,,,
zh,30,pair,NT_vs_TN,科学家在审查之后接受了解释。,N,T,,科学家在审查之后未能将接受解释。,科学家在审查之后没有接受解释。,,,,,,
zh,30,pair,QM_vs_MQ,科学家在审查之后接受了解释。,Q,M,,科学家在审查之后据称接受了解释是真的吗？,科学家在审查之后据称接受解释吗？,,,,,,
zh,30,pair,QT_vs_TQ,科学家在审查之后接受了解释。,Q,T,,科学家在审查之后接受了解释将是真的吗？,科学家在审查之后会接受了解释吗？,,,,,,
zh,30,pair,MT_vs_TM,科学家在审查之后接受了解释。,M,T,,科学家在审查之后据称将接受解释。,科学家在审查之后据称将接受解释。,,,,,,
zh,30,triple,NQM,科学家在审查之后接受了解释。,N,Q,M,,,科学家在审查之后据称没有接受解释是真的吗？,科学家在审查之后据称接受了解释是假的么？,科学家在审查之后未能接受解释吗？,科学家在审查之后未能接受解释吗？,科学家在审查之后据称接受了解释是假的么？,科学家在审查之后据称接受了解释是假的么？
zh,30,triple,NQT,科学家在审查之后接受了解释。,N,Q,T,,,科学家在审查之后没有接受解释将是真的吗？,科学家在审查之后将接受解释是假的么？,科学家在审查之后会没有接受解释吗？,科学家在审查之后会没有接受解释吗？,科学家在审查之后将接受解释是假的么？,科学家在审查之后将接受解释是假的么？
zh,30,triple,NMT,科学家在审查之后接受了解释。,N,M,T,,,科学家在审查之后据称未能将接受解释。,科学家在审查之后据称没有接受解释。,科学家在审查之后据称没有接受解释。,科学家在审查之后据称未能将接受解释。,科学家在审查之后据称没有接受解释。,科学家在审查之后据称未能将接受解释。
zh,30,triple,QMT,科学家在审查之后接受了解释。,Q,M,T,,,科学家在审查之后据称将接受解释是真的吗？,科学家在审查之后会据称接受了解释吗？,科学家在审查之后据称将接受解释是真的吗？,科学家在审查之后据称将接受解释是真的吗？,科学家在审查之后会据称接受了解释吗？,科学家在审查之后据称接受了解释将是真的吗？
zh,31,pair,NQ_vs_QN,老师在会议期间修复了错误。,N,Q,,老师在会议期间未能修复错误吗？,老师在会议期间修复了错误是假的么？,,,,,,
zh,31,pair,NM_vs_MN,老师在会议期间修复了错误。,N,M,,老师在会议期间据报道未能修复错误。,老师在会议期间据报道未能修复错误。,,,,,,
zh,31,pair,NT_vs_TN,老师在会议期间修复了错误。,N,T,,老师在会议期间未能将修复错误。,老师在会议期间没有修复错误。,,,,,,
zh,31,pair,QM_vs_MQ,老师在会议期间修复了错误。,Q,M,,老师在会议期间据报道修复了错误是真的吗？,老师在会议期间据报道修复错误吗？,,,,,,
zh,31,pair,QT_vs_TQ,老师在会议期间修复了错误。,Q,T,,老师在会议期间修复了错误将是真的吗？,老师在会议期间会修复了错误吗？,,,,,,
zh,31,pair,MT_vs_TM,老师在会议期间修复了错误。,M,T,,老师在会议期间据报道将修复错误。,老师在会议期间据报道将修复错误。,,,,,,
zh,31,triple,NQM,老师在会议期间修复了错误。,N,Q,M,,,老师在会议期间据报道未能修复错误是真的吗？,老师在会议期间据报道修复了错误是假的么？,老师在会议期间未能修复错误吗？,老师在会议期间未能修复错误吗？,老师在会议期间据报道修复了错误是假的么？,老师在会议期间据报道修复了错误是假的么？
zh,31,triple,NQT,老师在会议期间修复了错误。,N,Q,T,,,老师在会议期间未能修复错误将是真的吗？,老师在会议期间将修复错误是假的么？,老师在会议期间会未能修复错误吗？,老师在会议期间会未能修复错误吗？,老师在会议期间将修复错误是假的么？,老师在会议期间将修复错误是假的么？
zh,31,triple,NMT,老师在会议期间修复了错误。,N,M,T,,,老师在会议期间据报道未能将修复错误。,老师在会议期间据报道没有修复错误。,老师在会议期间据报道没有修复错误。,老师在会议期间据报道未能将修复错误。,老师在会议期间据报道没有修复错误。,老师在会议期间据报道未能将修复错误。
zh,31,triple,QMT,老师在会议期间修复了错误。,Q,M,T,,,老师在会议期间据报道将修复错误是真的吗？,老师在会议期间会据报道修复了错误吗？,老师在会议期间据报道将修复错误是真的吗？,老师在会议期间据报道将修复错误是真的吗？,老师在会议期间会据报道修复了错误吗？,老师在会议期间据报道修复了错误将是真的吗？
zh,32,pair,NQ_vs_QN,工程师早上修复了错误。,N,Q,,工程师早上未能修复错误吗？,工程师早上修复了错误是假的么？,,,,,,
zh,32,pair,NM_vs_MN,工程师早上修复了错误。,N,M,,工程师早上据称拒绝修复错误。,工程师早上据称拒绝修复错误。,,,,,,
zh,32,pair,NT_vs_TN,工程师早上修复了错误。,N,T,,工程师早上未能将修复错误。,工程师早上没有修复错误。,,,,,,
zh,32,pair,QM_vs_MQ,工程师早上修复了错误。,Q,M,,工程师早上据称修复了错误是真的吗？,工程师早上据称修复错误吗？,,,,,,
zh,32,pair,QT_vs_TQ,工程师早上修复了错误。,Q,T,,工程师早上修复了错误将是真的吗？,工程师早上会修复了错误吗？,,,,,,
zh,32,pair,MT_vs_TM,工程师早上修复了错误。,M,T,,工程师早上据称将修复错误。,工程师早上据称将修复错误。,,,,,,
zh,32,triple,NQM,工程师早上修复了错误。,N,Q,M,,,工程师早上据称拒绝修复错误是真的吗？,工程师早上据称修复了错误是假的么？,工程师早上未能修复错误吗？,工程师早上未能修复错误吗？,工程师早上据称修复了错误是假的么？,工程师早上据称修复了错误是假的么？
