model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,vector_class,prompt,generated,target_marker_hit,content_preserved,target_and_preserved,malformed_or_repetitive,generated_chars,target_best_prob,target_best_rank,target_top1_any
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,2,target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","When the camera refocused, the barcode became readable.
Sentence: When the camera refocused, the bar",0.0,1.0,0.0,0.0,100.0,0.24352394044399261,2.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,2,wrong_marker,1.0,question,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","When the camera refocused, the barcode became readable.
Restatement: When the camera refocused, the",0.0,1.0,0.0,0.0,99.0,0.0003798618563450873,11.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,2,random_norm,1.0,random_norm,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:",The barcode of the barcode of the barcode of the barcode of the barcode of the barcode of,0.0,0.0,0.0,1.0,89.0,0.0008995236130431294,39.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_restate,2,negative_target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","When the camera refocused, the barcode became readable.",0.0,1.0,0.0,0.0,55.0,6.0562382714124396e-05,90.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,-1,none,0.0,,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The barcode was read from the camera.
Output:
The barcode was read from the camera.",0.0,0.0,0.0,0.0,83.0,0.0017621794249862432,23.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: When the camera refocused, the barcode became readable.
Restatement:","When the camera refocused, the barcode became readable.
Restatement: When the camera refocused, the",0.0,1.0,0.0,0.0,99.0,0.00012391412747092545,30.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,"When the camera refocused, the barcode became readable...",1.0,1.0,1.0,0.0,57.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,2,target,1.0,ellipsis,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The camera is not readable.
The camera is not readable...
...
...
...
...
...",1.0,0.0,0.0,1.0,77.0,0.7849449515342712,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,2,wrong_marker,1.0,question,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:","The same text:
The same text:
The same text:
The same text:
The same text",0.0,0.0,0.0,1.0,73.0,0.005889971274882555,8.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,2,random_norm,1.0,random_norm,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:",The output of the original camera was to be changed to the original camera to be changed to be the same as the,0.0,0.0,0.0,0.0,110.0,0.00231481296941638,58.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,45,"When the camera refocused, the barcode became readable.",neutral_same,2,negative_target,1.0,ellipsis,"Same meaning, same wording:
When the camera refocused, the barcode became readable.
Output:",The barcode was changed to reflect the value of the barcode.,0.0,0.0,0.0,0.0,60.0,0.00018019018170889467,277.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee was unable to find any evidence of any wrongdoing.
The committee was unable to find any evidence of any wrongdoing",0.0,0.0,0.0,1.0,128.0,0.00013826139911543578,76.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee was unable to find any evidence of any wrongdoing.
The committee was unable to find any evidence of any wrongdoing",0.0,0.0,0.0,1.0,128.0,0.0001237900578416884,75.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The committee archived five proposals after the public hearing...,1.0,1.0,1.0,0.0,65.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,2,target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee has not yet approved any of the other proposals.
The committee has not yet approved any of the other proposals",0.0,0.0,0.0,0.0,124.0,0.24855776131153107,2.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,2,wrong_marker,1.0,question,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee was not able to answer any of the questions.
The committee was unable to answer any of the questions?",0.0,0.0,0.0,0.0,115.0,0.0030660955235362053,22.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,2,random_norm,1.0,random_norm,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:",The committee has been unable to find any changes to the committee's findings.,0.0,0.0,0.0,0.0,78.0,0.00019169910228811204,136.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_restate,2,negative_target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee was asked to submit a request to the committee to be ""The Committee‌‌‌‌",0.0,0.0,0.0,0.0,85.0,0.00022548787819687277,206.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,-1,none,0.0,,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee's report on the proposed changes to the state's budget.
The committee's report on the proposed changes",0.0,0.0,0.0,0.0,116.0,0.0013486467069014907,94.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The committee archived five proposals after the public hearing.
Restatement:","The committee was unable to find any evidence of any wrongdoing.
The committee was unable to find any evidence of any wrongdoing",0.0,0.0,0.0,1.0,128.0,0.0001237900578416884,75.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The committee archived five proposals after the public hearing...,1.0,1.0,1.0,0.0,65.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,2,target,1.0,ellipsis,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee voted for a resolution that would make it a bit more difficult to read the original...
...
...",1.0,0.0,0.0,0.0,108.0,0.4720493257045746,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,2,wrong_marker,1.0,question,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee's report.
The committee's report? No. No? No? No? No? No?",0.0,0.0,0.0,1.0,71.0,0.011622385121881962,6.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,2,random_norm,1.0,random_norm,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:","The committee's proposed proposal to use the same way they would have been in the same place, and for the same",0.0,0.0,0.0,0.0,110.0,0.0012868597405031323,59.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,46,The committee archived five proposals after the public hearing.,neutral_same,2,negative_target,1.0,ellipsis,"Same meaning, same wording:
The committee archived five proposals after the public hearing.
Output:",,0.0,0.0,0.0,1.0,0.0,0.00018078688299283385,385.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was able to communicate with the interpreter.
The interpreter was able to communicate with the interpreter.
The interpreter",0.0,0.0,0.0,1.0,139.0,0.00013530168507713825,79.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was able to return to the meeting.
The interpreter was able to return to the meeting.
The interpreter",0.0,0.0,0.0,0.0,117.0,0.00016000217874534428,29.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,"Although the meeting moved online, the interpreter joined on time...",1.0,1.0,1.0,0.0,68.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,2,target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was not able to read the following sentence.
Sentence: The interpreter was not able to read...",1.0,0.0,0.0,0.0,110.0,0.40764445066452026,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,2,wrong_marker,1.0,question,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:",No. No. No? No? No? No? No? No? No? No? No? No?,0.0,0.0,0.0,1.0,47.0,0.0060200076550245285,6.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,2,random_norm,1.0,random_norm,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:",The following sentence is a sentence that is a sentence that is a sentence that is a sentence that is a sentence that is,0.0,0.0,0.0,1.0,120.0,0.0003152972785755992,228.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_restate,2,negative_target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The meeting was held on the same day,



The interpreter was not allowed to be in the session,",0.0,0.0,0.0,1.0,94.0,0.00013243636931292713,255.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,-1,none,0.0,,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The interpreter was able to read the text of the meeting.
The interpreter was able to read the text of the",0.0,0.0,0.0,0.0,106.0,0.002117664786055684,64.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: Although the meeting moved online, the interpreter joined on time.
Restatement:","The interpreter was able to return to the meeting.
The interpreter was able to return to the meeting.
The interpreter",0.0,0.0,0.0,0.0,117.0,0.00016000217874534428,29.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,"Although the meeting moved online, the interpreter joined on time...",1.0,1.0,1.0,0.0,68.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,2,target,1.0,ellipsis,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:","The interpreter was not able to read the text of the text...
...
...
...
...
...",1.0,0.0,0.0,1.0,80.0,0.7054105997085571,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,2,wrong_marker,1.0,question,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:",,0.0,0.0,0.0,1.0,0.0,0.009391110390424728,5.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,2,random_norm,1.0,random_norm,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:",,0.0,0.0,0.0,1.0,0.0,0.0007313030073419213,128.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,47,"Although the meeting moved online, the interpreter joined on time.",neutral_same,2,negative_target,1.0,ellipsis,"Same meaning, same wording:
Although the meeting moved online, the interpreter joined on time.
Output:",,0.0,0.0,0.0,1.0,0.0,0.00019940889615099877,529.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: The contract was signed in Berlin.
Restatement:","The contract was signed in Berlin.
Restatement: The contract was signed in Berlin.
Restatement:",0.0,1.0,0.0,0.0,95.0,0.0002078260004054755,20.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The contract was signed in Berlin.
Restatement:","The contract was signed in Berlin.
Restatement: The contract was signed in Berlin.
Restatement:",0.0,1.0,0.0,0.0,95.0,0.0001967056596186012,21.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The contract was signed in Berlin...,1.0,1.0,1.0,0.0,36.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_restate,2,target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: The contract was signed in Berlin.
Restatement:","The following sentence is the following sentence:
The contract was signed in Berlin.
Sentence:
...and",1.0,1.0,1.0,1.0,101.0,0.20036056637763977,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_restate,2,wrong_marker,1.0,question,"Restate the following sentence exactly.
Sentence: The contract was signed in Berlin.
Restatement:","The contract was signed in Berlin.
The contract was signed in Berlin? Yes Yes Yes Yes Yes Yes Yes Yes Yes",0.0,1.0,0.0,1.0,105.0,0.0022424019407480955,19.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_restate,2,random_norm,1.0,random_norm,"Restate the following sentence exactly.
Sentence: The contract was signed in Berlin.
Restatement:","The contract was signed in Berlin.
The contract was signed in Berlin.
The contract was signed in Berlin.",0.0,1.0,0.0,0.0,104.0,0.00021947572531644255,42.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_restate,2,negative_target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: The contract was signed in Berlin.
Restatement:","The contract was signed in Berlin.

The contract was signed in Berlin.



The contract was signed",0.0,1.0,0.0,1.0,97.0,0.00011314066796330735,218.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_same,-1,none,0.0,,"Same meaning, same wording:
The contract was signed in Berlin.
Output:","The contract was signed in Berlin.
Output:
The contract was signed in Berlin.
Output:
The",0.0,1.0,0.0,1.0,89.0,0.0019020203035324812,21.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The contract was signed in Berlin.
Restatement:","The contract was signed in Berlin.
Restatement: The contract was signed in Berlin.
Restatement:",0.0,1.0,0.0,0.0,95.0,0.0001967056596186012,21.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The contract was signed in Berlin...,1.0,1.0,1.0,0.0,36.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_same,2,target,1.0,ellipsis,"Same meaning, same wording:
The contract was signed in Berlin.
Output:","The contract was signed in Berlin.
The contract was signed in Berlin...
...
...
...
...",1.0,1.0,1.0,1.0,87.0,0.7420076131820679,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_same,2,wrong_marker,1.0,question,"Same meaning, same wording:
The contract was signed in Berlin.
Output:","The same wording:
The same wording:
The same wording:
The same wording:
The same wording",0.0,0.0,0.0,1.0,88.0,0.0050104227848351,5.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_same,2,random_norm,1.0,random_norm,"Same meaning, same wording:
The contract was signed in Berlin.
Output:","The contract was signed in Berlin.
The contract was signed in Berlin.
The contract was signed in Berlin.",0.0,1.0,0.0,0.0,104.0,0.00283412029966712,13.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,48,The contract was signed in Berlin.,neutral_same,2,negative_target,1.0,ellipsis,"Same meaning, same wording:
The contract was signed in Berlin.
Output:",The contract was signed in Berlin.,0.0,1.0,0.0,0.0,34.0,0.0002898649254348129,98.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: Maria submitted the report after midnight.
Restatement:","Maria received the report after midnight.
Restatement: Maria received the report after midnight.
Restatement:",0.0,1.0,0.0,0.0,109.0,0.00013658686657436192,22.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: Maria submitted the report after midnight.
Restatement:","Maria received the report after midnight.
Restatement: Maria received the report after midnight.
Restatement:",0.0,1.0,0.0,0.0,109.0,0.00013041730562690645,23.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,Maria submitted the report after midnight...,1.0,1.0,1.0,0.0,44.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_restate,2,target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: Maria submitted the report after midnight.
Restatement:","I am sorry for the following.
I am sorry for...
I...
..................",1.0,0.0,0.0,1.0,71.0,0.8842276930809021,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_restate,2,wrong_marker,1.0,question,"Restate the following sentence exactly.
Sentence: Maria submitted the report after midnight.
Restatement:","Maria received a written statement.
Sentence: Maria received a written statement? Yes Yes Yes Yes Yes Yes Yes Yes",0.0,0.0,0.0,1.0,113.0,0.0017559898551553488,21.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_restate,2,random_norm,1.0,random_norm,"Restate the following sentence exactly.
Sentence: Maria submitted the report after midnight.
Restatement:","The following.
The following.
The following.
The following.
The following.
The following.",0.0,0.0,0.0,1.0,89.0,0.00041391525883227587,21.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_restate,2,negative_target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: Maria submitted the report after midnight.
Restatement:",,0.0,0.0,0.0,1.0,0.0,8.019930828595534e-05,750.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_same,-1,none,0.0,,"Same meaning, same wording:
Maria submitted the report after midnight.
Output:","The report was submitted to the Office of the Director of the National Intelligence.
The report was submitted to the Office",0.0,0.0,0.0,0.0,123.0,0.0016279593110084534,76.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: Maria submitted the report after midnight.
Restatement:","Maria received the report after midnight.
Restatement: Maria received the report after midnight.
Restatement:",0.0,1.0,0.0,0.0,109.0,0.00013041730562690645,23.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,Maria submitted the report after midnight...,1.0,1.0,1.0,0.0,44.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_same,2,target,1.0,ellipsis,"Same meaning, same wording:
Maria submitted the report after midnight.
Output:",,0.0,0.0,0.0,1.0,0.0,0.2089145928621292,2.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_same,2,wrong_marker,1.0,question,"Same meaning, same wording:
Maria submitted the report after midnight.
Output:",,0.0,0.0,0.0,1.0,0.0,0.007376891560852528,5.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_same,2,random_norm,1.0,random_norm,"Same meaning, same wording:
Maria submitted the report after midnight.
Output:",,0.0,0.0,0.0,1.0,0.0,0.0006466174381785095,106.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,49,Maria submitted the report after midnight.,neutral_same,2,negative_target,1.0,ellipsis,"Same meaning, same wording:
Maria submitted the report after midnight.
Output:",,0.0,0.0,0.0,1.0,0.0,0.00021698187629226595,415.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: The backup server failed during migration.
Restatement:","The backup server failed during migration.
Restatement: The backup server failed during migration.
Restatement:",0.0,1.0,0.0,0.0,111.0,0.00017421079974155873,12.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The backup server failed during migration.
Restatement:","The backup server failed during migration.
Restatement: The backup server failed during migration.
Restatement:",0.0,1.0,0.0,0.0,111.0,0.00017492088954895735,14.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The backup server failed during migration...,1.0,1.0,1.0,0.0,44.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_restate,2,target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: The backup server failed during migration.
Restatement:","The server failed during migration.
Restat: the server failed...
...
...
...
...
...",1.0,1.0,1.0,1.0,84.0,0.7278196215629578,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_restate,2,wrong_marker,1.0,question,"Restate the following sentence exactly.
Sentence: The backup server failed during migration.
Restatement:","The server failed during migration.
Restatement: The server failed during migration? No No No No No No No",0.0,1.0,0.0,1.0,105.0,0.005361079704016447,12.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_restate,2,random_norm,1.0,random_norm,"Restate the following sentence exactly.
Sentence: The backup server failed during migration.
Restatement:","The server failed to restore the server.
The server failed to restore the server.
The server failed to restore the",0.0,0.0,0.0,1.0,114.0,0.0024794938508421183,9.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_restate,2,negative_target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: The backup server failed during migration.
Restatement:","The backup server failed during migration.
Restatement: The backup server failed during migration.
Restatement:",0.0,1.0,0.0,0.0,111.0,0.00011222426837775856,91.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_same,-1,none,0.0,,"Same meaning, same wording:
The backup server failed during migration.
Output:","The backup server failed during migration.
Output:
The backup server failed during migration.
Output:
The",0.0,1.0,0.0,1.0,105.0,0.0024432004429399967,10.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_same,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The backup server failed during migration.
Restatement:","The backup server failed during migration.
Restatement: The backup server failed during migration.
Restatement:",0.0,1.0,0.0,0.0,111.0,0.00017492088954895735,14.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_same,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The backup server failed during migration...,1.0,1.0,1.0,0.0,44.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_same,2,target,1.0,ellipsis,"Same meaning, same wording:
The backup server failed during migration.
Output:","The server failed during migration.
The server failed...
...
...
...
...
...",1.0,1.0,1.0,1.0,76.0,0.8044877052307129,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_same,2,wrong_marker,1.0,question,"Same meaning, same wording:
The backup server failed during migration.
Output:",,0.0,0.0,0.0,1.0,0.0,0.008096138015389442,6.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_same,2,random_norm,1.0,random_norm,"Same meaning, same wording:
The backup server failed during migration.
Output:",,0.0,0.0,0.0,1.0,0.0,0.002768463920801878,33.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,50,The backup server failed during migration.,neutral_same,2,negative_target,1.0,ellipsis,"Same meaning, same wording:
The backup server failed during migration.
Output:",,0.0,0.0,0.0,1.0,0.0,0.00032744675991125405,287.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_restate,-1,none,0.0,,"Restate the following sentence exactly.
Sentence: The committee approved the proposal.
Restatement:","The committee approved the proposal.
Restatement: The committee approved the proposal.
Restatement: The committee",0.0,1.0,0.0,0.0,113.0,0.0002812021994031966,19.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_restate,-1,strong_prompt,0.0,,"Restate the following sentence exactly, but end it with an ellipsis.
Sentence: The committee approved the proposal.
Restatement:","The committee approved the proposal.
Restatement: The committee approved the proposal.
Restatement: The committee",0.0,1.0,0.0,0.0,113.0,0.0002664698113221675,20.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_restate,-1,string_append_source,0.0,,<postprocess: append target marker to source>,The committee approved the proposal...,1.0,1.0,1.0,0.0,38.0,,,
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_restate,2,target,1.0,ellipsis,"Restate the following sentence exactly.
Sentence: The committee approved the proposal.
Restatement:","The committee approved the proposal.
The committee approved the proposal...
The...
...
...
...
...",1.0,1.0,1.0,1.0,98.0,0.6848591566085815,1.0,1.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_restate,2,wrong_marker,1.0,question,"Restate the following sentence exactly.
Sentence: The committee approved the proposal.
Restatement:","The committee approved the proposal.
The committee approved the proposal? Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes",0.0,1.0,0.0,1.0,117.0,0.0018980454187840223,9.0,0.0
distilgpt2,ellipsis,application_naturalish_heldout,51,The committee approved the proposal.,neutral_restate,2,random_norm,1.0,random_norm,"Restate the following sentence exactly.
Sentence: The committee approved the proposal.
Restatement:",The committee voted unanimously.,0.0,0.0,0.0,0.0,32.0,0.00047201241250149906,63.0,0.0
