language,template_id,level,text,marker,marker_found,marker_span_start,marker_span_end,marker_token_count
ru,72,-1,uchitel nedolyublivaet etot dizayn posle vstrechi.,nedolyublivaet,True,4,10,6
ru,72,0,uchitel ravnodushen k etot dizayn posle vstrechi.,ravnodushen,True,4,8,4
ru,72,1,uchitel simpatiziruet etot dizayn posle vstrechi.,simpatiziruet,True,4,8,4
ru,72,2,uchitel lyubit etot dizayn posle vstrechi.,lyubit,True,4,7,3
ru,73,-2,sosed nenavidit tebya v kontse.,nenavidit,True,3,6,3
ru,73,-1,sosed nedolyublivaet tebya v kontse.,nedolyublivaet,True,3,9,6
ru,73,0,sosed ravnodushen k tebya v kontse.,ravnodushen,True,3,7,4
ru,73,1,sosed simpatiziruet tebya v kontse.,simpatiziruet,True,3,7,4
ru,73,2,sosed lyubit tebya v kontse.,lyubit,True,3,6,3
ru,74,-2,ya nenavidit tebya segodnya.,nenavidit,True,2,5,3
ru,74,-1,ya nedolyublivaet tebya segodnya.,nedolyublivaet,True,2,8,6
ru,74,0,ya ravnodushen k tebya segodnya.,ravnodushen,True,2,6,4
ru,74,1,ya simpatiziruet tebya segodnya.,simpatiziruet,True,2,6,4
ru,74,2,ya lyubit tebya segodnya.,lyubit,True,2,5,3
ru,75,-2,hudozhnik nenavidit etot dizayn naedine.,nenavidit,True,5,8,3
ru,75,-1,hudozhnik nedolyublivaet etot dizayn naedine.,nedolyublivaet,True,5,11,6
ru,75,0,hudozhnik ravnodushen k etot dizayn naedine.,ravnodushen,True,5,9,4
ru,75,1,hudozhnik simpatiziruet etot dizayn naedine.,simpatiziruet,True,5,9,4
ru,75,2,hudozhnik lyubit etot dizayn naedine.,lyubit,True,5,8,3
ru,76,-2,hudozhnik nenavidit tebya naedine.,nenavidit,True,5,8,3
ru,76,-1,hudozhnik nedolyublivaet tebya naedine.,nedolyublivaet,True,5,11,6
ru,76,0,hudozhnik ravnodushen k tebya naedine.,ravnodushen,True,5,9,4
ru,76,1,hudozhnik simpatiziruet tebya naedine.,simpatiziruet,True,5,9,4
ru,76,2,hudozhnik lyubit tebya naedine.,lyubit,True,5,8,3
ru,77,-2,kritik nenavidit etot gorod posle vstrechi.,nenavidit,True,2,5,3
ru,77,-1,kritik nedolyublivaet etot gorod posle vstrechi.,nedolyublivaet,True,2,8,6
ru,77,0,kritik ravnodushen k etot gorod posle vstrechi.,ravnodushen,True,2,6,4
ru,77,1,kritik simpatiziruet etot gorod posle vstrechi.,simpatiziruet,True,2,6,4
ru,77,2,kritik lyubit etot gorod posle vstrechi.,lyubit,True,2,5,3
ru,78,-2,ya nenavidit eto predlozhenie segodnya.,nenavidit,True,2,5,3
ru,78,-1,ya nedolyublivaet eto predlozhenie segodnya.,nedolyublivaet,True,2,8,6
ru,78,0,ya ravnodushen k eto predlozhenie segodnya.,ravnodushen,True,2,6,4
ru,78,1,ya simpatiziruet eto predlozhenie segodnya.,simpatiziruet,True,2,6,4
ru,78,2,ya lyubit eto predlozhenie segodnya.,lyubit,True,2,5,3
ru,79,-2,issledovatel nenavidit etot film vo vremya obzora.,nenavidit,True,5,8,3
ru,79,-1,issledovatel nedolyublivaet etot film vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,79,0,issledovatel ravnodushen k etot film vo vremya obzora.,ravnodushen,True,5,9,4
ru,79,1,issledovatel simpatiziruet etot film vo vremya obzora.,simpatiziruet,True,5,9,4
ru,79,2,issledovatel lyubit etot film vo vremya obzora.,lyubit,True,5,8,3
ru,80,-2,issledovatel nenavidit etu sistemu vo vremya obzora.,nenavidit,True,5,8,3
ru,80,-1,issledovatel nedolyublivaet etu sistemu vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,80,0,issledovatel ravnodushen k etu sistemu vo vremya obzora.,ravnodushen,True,5,9,4
ru,80,1,issledovatel simpatiziruet etu sistemu vo vremya obzora.,simpatiziruet,True,5,9,4
ru,80,2,issledovatel lyubit etu sistemu vo vremya obzora.,lyubit,True,5,8,3
ru,81,-2,hudozhnik nenavidit etot dizayn vo vremya obzora.,nenavidit,True,5,8,3
ru,81,-1,hudozhnik nedolyublivaet etot dizayn vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,81,0,hudozhnik ravnodushen k etot dizayn vo vremya obzora.,ravnodushen,True,5,9,4
ru,81,1,hudozhnik simpatiziruet etot dizayn vo vremya obzora.,simpatiziruet,True,5,9,4
ru,81,2,hudozhnik lyubit etot dizayn vo vremya obzora.,lyubit,True,5,8,3
ru,82,-2,issledovatel nenavidit tebya segodnya.,nenavidit,True,5,8,3
ru,82,-1,issledovatel nedolyublivaet tebya segodnya.,nedolyublivaet,True,5,11,6
ru,82,0,issledovatel ravnodushen k tebya segodnya.,ravnodushen,True,5,9,4
ru,82,1,issledovatel simpatiziruet tebya segodnya.,simpatiziruet,True,5,9,4
ru,82,2,issledovatel lyubit tebya segodnya.,lyubit,True,5,8,3
ru,83,-2,sosed nenavidit etu sistemu naedine.,nenavidit,True,3,6,3
ru,83,-1,sosed nedolyublivaet etu sistemu naedine.,nedolyublivaet,True,3,9,6
ru,83,0,sosed ravnodushen k etu sistemu naedine.,ravnodushen,True,3,7,4
ru,83,1,sosed simpatiziruet etu sistemu naedine.,simpatiziruet,True,3,7,4
ru,83,2,sosed lyubit etu sistemu naedine.,lyubit,True,3,6,3
ru,84,-2,uchitel nenavidit etu pesnyu v kontse.,nenavidit,True,4,7,3
ru,84,-1,uchitel nedolyublivaet etu pesnyu v kontse.,nedolyublivaet,True,4,10,6
ru,84,0,uchitel ravnodushen k etu pesnyu v kontse.,ravnodushen,True,4,8,4
ru,84,1,uchitel simpatiziruet etu pesnyu v kontse.,simpatiziruet,True,4,8,4
ru,84,2,uchitel lyubit etu pesnyu v kontse.,lyubit,True,4,7,3
ru,85,-2,sosed nenavidit eto predlozhenie naedine.,nenavidit,True,3,6,3
ru,85,-1,sosed nedolyublivaet eto predlozhenie naedine.,nedolyublivaet,True,3,9,6
ru,85,0,sosed ravnodushen k eto predlozhenie naedine.,ravnodushen,True,3,7,4
ru,85,1,sosed simpatiziruet eto predlozhenie naedine.,simpatiziruet,True,3,7,4
ru,85,2,sosed lyubit eto predlozhenie naedine.,lyubit,True,3,6,3
ru,86,-2,sosed nenavidit eto predlozhenie vo vremya obzora.,nenavidit,True,3,6,3
ru,86,-1,sosed nedolyublivaet eto predlozhenie vo vremya obzora.,nedolyublivaet,True,3,9,6
ru,86,0,sosed ravnodushen k eto predlozhenie vo vremya obzora.,ravnodushen,True,3,7,4
ru,86,1,sosed simpatiziruet eto predlozhenie vo vremya obzora.,simpatiziruet,True,3,7,4
ru,86,2,sosed lyubit eto predlozhenie vo vremya obzora.,lyubit,True,3,6,3
ru,87,-2,sosed nenavidit etot film segodnya.,nenavidit,True,3,6,3
ru,87,-1,sosed nedolyublivaet etot film segodnya.,nedolyublivaet,True,3,9,6
ru,87,0,sosed ravnodushen k etot film segodnya.,ravnodushen,True,3,7,4
ru,87,1,sosed simpatiziruet etot film segodnya.,simpatiziruet,True,3,7,4
ru,87,2,sosed lyubit etot film segodnya.,lyubit,True,3,6,3
ru,88,-2,ya nenavidit etu ideyu posle vstrechi.,nenavidit,True,2,5,3
ru,88,-1,ya nedolyublivaet etu ideyu posle vstrechi.,nedolyublivaet,True,2,8,6
ru,88,0,ya ravnodushen k etu ideyu posle vstrechi.,ravnodushen,True,2,6,4
ru,88,1,ya simpatiziruet etu ideyu posle vstrechi.,simpatiziruet,True,2,6,4
ru,88,2,ya lyubit etu ideyu posle vstrechi.,lyubit,True,2,5,3
ru,89,-2,polzovatel nenavidit etu ideyu posle vstrechi.,nenavidit,True,5,8,3
ru,89,-1,polzovatel nedolyublivaet etu ideyu posle vstrechi.,nedolyublivaet,True,5,11,6
ru,89,0,polzovatel ravnodushen k etu ideyu posle vstrechi.,ravnodushen,True,5,9,4
ru,89,1,polzovatel simpatiziruet etu ideyu posle vstrechi.,simpatiziruet,True,5,9,4
ru,89,2,polzovatel lyubit etu ideyu posle vstrechi.,lyubit,True,5,8,3
ru,90,-2,kritik nenavidit etot dizayn posle vstrechi.,nenavidit,True,2,5,3
ru,90,-1,kritik nedolyublivaet etot dizayn posle vstrechi.,nedolyublivaet,True,2,8,6
ru,90,0,kritik ravnodushen k etot dizayn posle vstrechi.,ravnodushen,True,2,6,4
ru,90,1,kritik simpatiziruet etot dizayn posle vstrechi.,simpatiziruet,True,2,6,4
ru,90,2,kritik lyubit etot dizayn posle vstrechi.,lyubit,True,2,5,3
ru,91,-2,sosed nenavidit tebya posle vstrechi.,nenavidit,True,3,6,3
ru,91,-1,sosed nedolyublivaet tebya posle vstrechi.,nedolyublivaet,True,3,9,6
ru,91,0,sosed ravnodushen k tebya posle vstrechi.,ravnodushen,True,3,7,4
ru,91,1,sosed simpatiziruet tebya posle vstrechi.,simpatiziruet,True,3,7,4
ru,91,2,sosed lyubit tebya posle vstrechi.,lyubit,True,3,6,3
ru,92,-2,uchitel nenavidit etot film posle vstrechi.,nenavidit,True,4,7,3
ru,92,-1,uchitel nedolyublivaet etot film posle vstrechi.,nedolyublivaet,True,4,10,6
ru,92,0,uchitel ravnodushen k etot film posle vstrechi.,ravnodushen,True,4,8,4
ru,92,1,uchitel simpatiziruet etot film posle vstrechi.,simpatiziruet,True,4,8,4
ru,92,2,uchitel lyubit etot film posle vstrechi.,lyubit,True,4,7,3
ru,93,-2,sosed nenavidit etot film posle vstrechi.,nenavidit,True,3,6,3
ru,93,-1,sosed nedolyublivaet etot film posle vstrechi.,nedolyublivaet,True,3,9,6
ru,93,0,sosed ravnodushen k etot film posle vstrechi.,ravnodushen,True,3,7,4
ru,93,1,sosed simpatiziruet etot film posle vstrechi.,simpatiziruet,True,3,7,4
ru,93,2,sosed lyubit etot film posle vstrechi.,lyubit,True,3,6,3
ru,94,-2,issledovatel nenavidit etot gorod naedine.,nenavidit,True,5,8,3
ru,94,-1,issledovatel nedolyublivaet etot gorod naedine.,nedolyublivaet,True,5,11,6
ru,94,0,issledovatel ravnodushen k etot gorod naedine.,ravnodushen,True,5,9,4
ru,94,1,issledovatel simpatiziruet etot gorod naedine.,simpatiziruet,True,5,9,4
ru,94,2,issledovatel lyubit etot gorod naedine.,lyubit,True,5,8,3
ru,95,-2,uchitel nenavidit etot dizayn v kontse.,nenavidit,True,4,7,3
ru,95,-1,uchitel nedolyublivaet etot dizayn v kontse.,nedolyublivaet,True,4,10,6
ru,95,0,uchitel ravnodushen k etot dizayn v kontse.,ravnodushen,True,4,8,4
ru,95,1,uchitel simpatiziruet etot dizayn v kontse.,simpatiziruet,True,4,8,4
ru,95,2,uchitel lyubit etot dizayn v kontse.,lyubit,True,4,7,3
ru,96,-2,polzovatel nenavidit etu pesnyu vo vremya obzora.,nenavidit,True,5,8,3
ru,96,-1,polzovatel nedolyublivaet etu pesnyu vo vremya obzora.,nedolyublivaet,True,5,11,6
ru,96,0,polzovatel ravnodushen k etu pesnyu vo vremya obzora.,ravnodushen,True,5,9,4
ru,96,1,polzovatel simpatiziruet etu pesnyu vo vremya obzora.,simpatiziruet,True,5,9,4
ru,96,2,polzovatel lyubit etu pesnyu vo vremya obzora.,lyubit,True,5,8,3
ru,97,-2,hudozhnik nenavidit eto predlozhenie naedine.,nenavidit,True,5,8,3
ru,97,-1,hudozhnik nedolyublivaet eto predlozhenie naedine.,nedolyublivaet,True,5,11,6
ru,97,0,hudozhnik ravnodushen k eto predlozhenie naedine.,ravnodushen,True,5,9,4
ru,97,1,hudozhnik simpatiziruet eto predlozhenie naedine.,simpatiziruet,True,5,9,4
ru,97,2,hudozhnik lyubit eto predlozhenie naedine.,lyubit,True,5,8,3
ru,98,-2,ona nenavidit etu pesnyu posle vstrechi.,nenavidit,True,2,5,3
ru,98,-1,ona nedolyublivaet etu pesnyu posle vstrechi.,nedolyublivaet,True,2,8,6
ru,98,0,ona ravnodushen k etu pesnyu posle vstrechi.,ravnodushen,True,2,6,4
ru,98,1,ona simpatiziruet etu pesnyu posle vstrechi.,simpatiziruet,True,2,6,4
ru,98,2,ona lyubit etu pesnyu posle vstrechi.,lyubit,True,2,5,3
ru,99,-2,hudozhnik nenavidit etu sistemu v kontse.,nenavidit,True,5,8,3
ru,99,-1,hudozhnik nedolyublivaet etu sistemu v kontse.,nedolyublivaet,True,5,11,6
ru,99,0,hudozhnik ravnodushen k etu sistemu v kontse.,ravnodushen,True,5,9,4
ru,99,1,hudozhnik simpatiziruet etu sistemu v kontse.,simpatiziruet,True,5,9,4
ru,99,2,hudozhnik lyubit etu sistemu v kontse.,lyubit,True,5,8,3
ru,100,-2,kritik nenavidit etot gorod vo vremya obzora.,nenavidit,True,2,5,3
ru,100,-1,kritik nedolyublivaet etot gorod vo vremya obzora.,nedolyublivaet,True,2,8,6
ru,100,0,kritik ravnodushen k etot gorod vo vremya obzora.,ravnodushen,True,2,6,4
ru,100,1,kritik simpatiziruet etot gorod vo vremya obzora.,simpatiziruet,True,2,6,4
ru,100,2,kritik lyubit etot gorod vo vremya obzora.,lyubit,True,2,5,3
ru,101,-2,uchitel nenavidit eto predlozhenie segodnya.,nenavidit,True,4,7,3
ru,101,-1,uchitel nedolyublivaet eto predlozhenie segodnya.,nedolyublivaet,True,4,10,6
ru,101,0,uchitel ravnodushen k eto predlozhenie segodnya.,ravnodushen,True,4,8,4
ru,101,1,uchitel simpatiziruet eto predlozhenie segodnya.,simpatiziruet,True,4,8,4
ru,101,2,uchitel lyubit eto predlozhenie segodnya.,lyubit,True,4,7,3
ru,102,-2,polzovatel nenavidit etu pesnyu v kontse.,nenavidit,True,5,8,3
ru,102,-1,polzovatel nedolyublivaet etu pesnyu v kontse.,nedolyublivaet,True,5,11,6
ru,102,0,polzovatel ravnodushen k etu pesnyu v kontse.,ravnodushen,True,5,9,4
ru,102,1,polzovatel simpatiziruet etu pesnyu v kontse.,simpatiziruet,True,5,9,4
ru,102,2,polzovatel lyubit etu pesnyu v kontse.,lyubit,True,5,8,3
ru,103,-2,uchitel nenavidit etu sistemu naedine.,nenavidit,True,4,7,3
ru,103,-1,uchitel nedolyublivaet etu sistemu naedine.,nedolyublivaet,True,4,10,6
ru,103,0,uchitel ravnodushen k etu sistemu naedine.,ravnodushen,True,4,8,4
ru,103,1,uchitel simpatiziruet etu sistemu naedine.,simpatiziruet,True,4,8,4
ru,103,2,uchitel lyubit etu sistemu naedine.,lyubit,True,4,7,3
ru,104,-2,sosed nenavidit etu pesnyu naedine.,nenavidit,True,3,6,3
ru,104,-1,sosed nedolyublivaet etu pesnyu naedine.,nedolyublivaet,True,3,9,6
ru,104,0,sosed ravnodushen k etu pesnyu naedine.,ravnodushen,True,3,7,4
ru,104,1,sosed simpatiziruet etu pesnyu naedine.,simpatiziruet,True,3,7,4
ru,104,2,sosed lyubit etu pesnyu naedine.,lyubit,True,3,6,3
ru,105,-2,sosed nenavidit etu ideyu segodnya.,nenavidit,True,3,6,3
ru,105,-1,sosed nedolyublivaet etu ideyu segodnya.,nedolyublivaet,True,3,9,6
ru,105,0,sosed ravnodushen k etu ideyu segodnya.,ravnodushen,True,3,7,4
ru,105,1,sosed simpatiziruet etu ideyu segodnya.,simpatiziruet,True,3,7,4
ru,105,2,sosed lyubit etu ideyu segodnya.,lyubit,True,3,6,3
ru,106,-2,issledovatel nenavidit etu sistemu posle vstrechi.,nenavidit,True,5,8,3
ru,106,-1,issledovatel nedolyublivaet etu sistemu posle vstrechi.,nedolyublivaet,True,5,11,6
ru,106,0,issledovatel ravnodushen k etu sistemu posle vstrechi.,ravnodushen,True,5,9,4
ru,106,1,issledovatel simpatiziruet etu sistemu posle vstrechi.,simpatiziruet,True,5,9,4
ru,106,2,issledovatel lyubit etu sistemu posle vstrechi.,lyubit,True,5,8,3
ru,107,-2,ona nenavidit etu sistemu posle vstrechi.,nenavidit,True,2,5,3
ru,107,-1,ona nedolyublivaet etu sistemu posle vstrechi.,nedolyublivaet,True,2,8,6
ru,107,0,ona ravnodushen k etu sistemu posle vstrechi.,ravnodushen,True,2,6,4
ru,107,1,ona simpatiziruet etu sistemu posle vstrechi.,simpatiziruet,True,2,6,4
ru,107,2,ona lyubit etu sistemu posle vstrechi.,lyubit,True,2,5,3
ru,108,-2,hudozhnik nenavidit etot gorod v kontse.,nenavidit,True,5,8,3
ru,108,-1,hudozhnik nedolyublivaet etot gorod v kontse.,nedolyublivaet,True,5,11,6
ru,108,0,hudozhnik ravnodushen k etot gorod v kontse.,ravnodushen,True,5,9,4
ru,108,1,hudozhnik simpatiziruet etot gorod v kontse.,simpatiziruet,True,5,9,4
ru,108,2,hudozhnik lyubit etot gorod v kontse.,lyubit,True,5,8,3
ru,109,-2,ona nenavidit etot film segodnya.,nenavidit,True,2,5,3
ru,109,-1,ona nedolyublivaet etot film segodnya.,nedolyublivaet,True,2,8,6
ru,109,0,ona ravnodushen k etot film segodnya.,ravnodushen,True,2,6,4
ru,109,1,ona simpatiziruet etot film segodnya.,simpatiziruet,True,2,6,4
ru,109,2,ona lyubit etot film segodnya.,lyubit,True,2,5,3
ru,110,-2,sosed nenavidit etu sistemu v kontse.,nenavidit,True,3,6,3
ru,110,-1,sosed nedolyublivaet etu sistemu v kontse.,nedolyublivaet,True,3,9,6
ru,110,0,sosed ravnodushen k etu sistemu v kontse.,ravnodushen,True,3,7,4
ru,110,1,sosed simpatiziruet etu sistemu v kontse.,simpatiziruet,True,3,7,4
ru,110,2,sosed lyubit etu sistemu v kontse.,lyubit,True,3,6,3
ru,111,-2,polzovatel nenavidit etot dizayn posle vstrechi.,nenavidit,True,5,8,3
ru,111,-1,polzovatel nedolyublivaet etot dizayn posle vstrechi.,nedolyublivaet,True,5,11,6
ru,111,0,polzovatel ravnodushen k etot dizayn posle vstrechi.,ravnodushen,True,5,9,4
ru,111,1,polzovatel simpatiziruet etot dizayn posle vstrechi.,simpatiziruet,True,5,9,4
ru,111,2,polzovatel lyubit etot dizayn posle vstrechi.,lyubit,True,5,8,3
ru,112,-2,issledovatel nenavidit etot gorod v kontse.,nenavidit,True,5,8,3
ru,112,-1,issledovatel nedolyublivaet etot gorod v kontse.,nedolyublivaet,True,5,11,6
ru,112,0,issledovatel ravnodushen k etot gorod v kontse.,ravnodushen,True,5,9,4
ru,112,1,issledovatel simpatiziruet etot gorod v kontse.,simpatiziruet,True,5,9,4
ru,112,2,issledovatel lyubit etot gorod v kontse.,lyubit,True,5,8,3
ru,113,-2,polzovatel nenavidit etot gorod segodnya.,nenavidit,True,5,8,3
ru,113,-1,polzovatel nedolyublivaet etot gorod segodnya.,nedolyublivaet,True,5,11,6
ru,113,0,polzovatel ravnodushen k etot gorod segodnya.,ravnodushen,True,5,9,4
ru,113,1,polzovatel simpatiziruet etot gorod segodnya.,simpatiziruet,True,5,9,4
ru,113,2,polzovatel lyubit etot gorod segodnya.,lyubit,True,5,8,3
ru,114,-2,ona nenavidit etot dizayn vo vremya obzora.,nenavidit,True,2,5,3
ru,114,-1,ona nedolyublivaet etot dizayn vo vremya obzora.,nedolyublivaet,True,2,8,6
ru,114,0,ona ravnodushen k etot dizayn vo vremya obzora.,ravnodushen,True,2,6,4
ru,114,1,ona simpatiziruet etot dizayn vo vremya obzora.,simpatiziruet,True,2,6,4
ru,114,2,ona lyubit etot dizayn vo vremya obzora.,lyubit,True,2,5,3
ru,115,-2,issledovatel nenavidit etu sistemu v kontse.,nenavidit,True,5,8,3
ru,115,-1,issledovatel nedolyublivaet etu sistemu v kontse.,nedolyublivaet,True,5,11,6
ru,115,0,issledovatel ravnodushen k etu sistemu v kontse.,ravnodushen,True,5,9,4
ru,115,1,issledovatel simpatiziruet etu sistemu v kontse.,simpatiziruet,True,5,9,4
ru,115,2,issledovatel lyubit etu sistemu v kontse.,lyubit,True,5,8,3
ru,116,-2,polzovatel nenavidit etu pesnyu naedine.,nenavidit,True,5,8,3
ru,116,-1,polzovatel nedolyublivaet etu pesnyu naedine.,nedolyublivaet,True,5,11,6
ru,116,0,polzovatel ravnodushen k etu pesnyu naedine.,ravnodushen,True,5,9,4
ru,116,1,polzovatel simpatiziruet etu pesnyu naedine.,simpatiziruet,True,5,9,4
ru,116,2,polzovatel lyubit etu pesnyu naedine.,lyubit,True,5,8,3
ru,117,-2,ona nenavidit etu sistemu naedine.,nenavidit,True,2,5,3
ru,117,-1,ona nedolyublivaet etu sistemu naedine.,nedolyublivaet,True,2,8,6
ru,117,0,ona ravnodushen k etu sistemu naedine.,ravnodushen,True,2,6,4
ru,117,1,ona simpatiziruet etu sistemu naedine.,simpatiziruet,True,2,6,4
ru,117,2,ona lyubit etu sistemu naedine.,lyubit,True,2,5,3
ru,118,-2,kritik nenavidit etu pesnyu v kontse.,nenavidit,True,2,5,3
ru,118,-1,kritik nedolyublivaet etu pesnyu v kontse.,nedolyublivaet,True,2,8,6
ru,118,0,kritik ravnodushen k etu pesnyu v kontse.,ravnodushen,True,2,6,4
ru,118,1,kritik simpatiziruet etu pesnyu v kontse.,simpatiziruet,True,2,6,4
ru,118,2,kritik lyubit etu pesnyu v kontse.,lyubit,True,2,5,3
ru,119,-2,ona nenavidit etot dizayn naedine.,nenavidit,True,2,5,3
ru,119,-1,ona nedolyublivaet etot dizayn naedine.,nedolyublivaet,True,2,8,6
ru,119,0,ona ravnodushen k etot dizayn naedine.,ravnodushen,True,2,6,4
ru,119,1,ona simpatiziruet etot dizayn naedine.,simpatiziruet,True,2,6,4
ru,119,2,ona lyubit etot dizayn naedine.,lyubit,True,2,5,3
ru,120,-2,uchitel nenavidit etot film naedine.,nenavidit,True,4,7,3
ru,120,-1,uchitel nedolyublivaet etot film naedine.,nedolyublivaet,True,4,10,6
ru,120,0,uchitel ravnodushen k etot film naedine.,ravnodushen,True,4,8,4
ru,120,1,uchitel simpatiziruet etot film naedine.,simpatiziruet,True,4,8,4
ru,120,2,uchitel lyubit etot film naedine.,lyubit,True,4,7,3
ru,121,-2,kritik nenavidit etot film segodnya.,nenavidit,True,2,5,3
ru,121,-1,kritik nedolyublivaet etot film segodnya.,nedolyublivaet,True,2,8,6
ru,121,0,kritik ravnodushen k etot film segodnya.,ravnodushen,True,2,6,4
ru,121,1,kritik simpatiziruet etot film segodnya.,simpatiziruet,True,2,6,4
ru,121,2,kritik lyubit etot film segodnya.,lyubit,True,2,5,3
ru,122,-2,hudozhnik nenavidit etot film naedine.,nenavidit,True,5,8,3
ru,122,-1,hudozhnik nedolyublivaet etot film naedine.,nedolyublivaet,True,5,11,6
ru,122,0,hudozhnik ravnodushen k etot film naedine.,ravnodushen,True,5,9,4
ru,122,1,hudozhnik simpatiziruet etot film naedine.,simpatiziruet,True,5,9,4
ru,122,2,hudozhnik lyubit etot film naedine.,lyubit,True,5,8,3
ru,123,-2,kritik nenavidit etu pesnyu posle vstrechi.,nenavidit,True,2,5,3
ru,123,-1,kritik nedolyublivaet etu pesnyu posle vstrechi.,nedolyublivaet,True,2,8,6
ru,123,0,kritik ravnodushen k etu pesnyu posle vstrechi.,ravnodushen,True,2,6,4
ru,123,1,kritik simpatiziruet etu pesnyu posle vstrechi.,simpatiziruet,True,2,6,4
ru,123,2,kritik lyubit etu pesnyu posle vstrechi.,lyubit,True,2,5,3
ru,124,-2,issledovatel nenavidit etot film posle vstrechi.,nenavidit,True,5,8,3
ru,124,-1,issledovatel nedolyublivaet etot film posle vstrechi.,nedolyublivaet,True,5,11,6
ru,124,0,issledovatel ravnodushen k etot film posle vstrechi.,ravnodushen,True,5,9,4
ru,124,1,issledovatel simpatiziruet etot film posle vstrechi.,simpatiziruet,True,5,9,4
ru,124,2,issledovatel lyubit etot film posle vstrechi.,lyubit,True,5,8,3
ru,125,-2,hudozhnik nenavidit etu ideyu segodnya.,nenavidit,True,5,8,3
ru,125,-1,hudozhnik nedolyublivaet etu ideyu segodnya.,nedolyublivaet,True,5,11,6
ru,125,0,hudozhnik ravnodushen k etu ideyu segodnya.,ravnodushen,True,5,9,4
ru,125,1,hudozhnik simpatiziruet etu ideyu segodnya.,simpatiziruet,True,5,9,4
ru,125,2,hudozhnik lyubit etu ideyu segodnya.,lyubit,True,5,8,3
ru,126,-2,polzovatel nenavidit etu ideyu v kontse.,nenavidit,True,5,8,3
ru,126,-1,polzovatel nedolyublivaet etu ideyu v kontse.,nedolyublivaet,True,5,11,6
ru,126,0,polzovatel ravnodushen k etu ideyu v kontse.,ravnodushen,True,5,9,4
ru,126,1,polzovatel simpatiziruet etu ideyu v kontse.,simpatiziruet,True,5,9,4
ru,126,2,polzovatel lyubit etu ideyu v kontse.,lyubit,True,5,8,3
ru,127,-2,ona nenavidit eto predlozhenie naedine.,nenavidit,True,2,5,3
ru,127,-1,ona nedolyublivaet eto predlozhenie naedine.,nedolyublivaet,True,2,8,6
ru,127,0,ona ravnodushen k eto predlozhenie naedine.,ravnodushen,True,2,6,4
ru,127,1,ona simpatiziruet eto predlozhenie naedine.,simpatiziruet,True,2,6,4
ru,127,2,ona lyubit eto predlozhenie naedine.,lyubit,True,2,5,3
ru,128,-2,ya nenavidit tebya v kontse.,nenavidit,True,2,5,3
ru,128,-1,ya nedolyublivaet tebya v kontse.,nedolyublivaet,True,2,8,6
ru,128,0,ya ravnodushen k tebya v kontse.,ravnodushen,True,2,6,4
ru,128,1,ya simpatiziruet tebya v kontse.,simpatiziruet,True,2,6,4
ru,128,2,ya lyubit tebya v kontse.,lyubit,True,2,5,3
ru,129,-2,uchitel nenavidit etot film segodnya.,nenavidit,True,4,7,3
ru,129,-1,uchitel nedolyublivaet etot film segodnya.,nedolyublivaet,True,4,10,6
ru,129,0,uchitel ravnodushen k etot film segodnya.,ravnodushen,True,4,8,4
ru,129,1,uchitel simpatiziruet etot film segodnya.,simpatiziruet,True,4,8,4
ru,129,2,uchitel lyubit etot film segodnya.,lyubit,True,4,7,3
ru,130,-2,sosed nenavidit tebya segodnya.,nenavidit,True,3,6,3
ru,130,-1,sosed nedolyublivaet tebya segodnya.,nedolyublivaet,True,3,9,6
ru,130,0,sosed ravnodushen k tebya segodnya.,ravnodushen,True,3,7,4
ru,130,1,sosed simpatiziruet tebya segodnya.,simpatiziruet,True,3,7,4
ru,130,2,sosed lyubit tebya segodnya.,lyubit,True,3,6,3
ru,131,-2,polzovatel nenavidit etot film posle vstrechi.,nenavidit,True,5,8,3
ru,131,-1,polzovatel nedolyublivaet etot film posle vstrechi.,nedolyublivaet,True,5,11,6
ru,131,0,polzovatel ravnodushen k etot film posle vstrechi.,ravnodushen,True,5,9,4
ru,131,1,polzovatel simpatiziruet etot film posle vstrechi.,simpatiziruet,True,5,9,4
ru,131,2,polzovatel lyubit etot film posle vstrechi.,lyubit,True,5,8,3
ru,132,-2,uchitel nenavidit tebya posle vstrechi.,nenavidit,True,4,7,3
ru,132,-1,uchitel nedolyublivaet tebya posle vstrechi.,nedolyublivaet,True,4,10,6
ru,132,0,uchitel ravnodushen k tebya posle vstrechi.,ravnodushen,True,4,8,4
ru,132,1,uchitel simpatiziruet tebya posle vstrechi.,simpatiziruet,True,4,8,4
ru,132,2,uchitel lyubit tebya posle vstrechi.,lyubit,True,4,7,3
ru,133,-2,ona nenavidit etot dizayn posle vstrechi.,nenavidit,True,2,5,3
ru,133,-1,ona nedolyublivaet etot dizayn posle vstrechi.,nedolyublivaet,True,2,8,6
ru,133,0,ona ravnodushen k etot dizayn posle vstrechi.,ravnodushen,True,2,6,4
ru,133,1,ona simpatiziruet etot dizayn posle vstrechi.,simpatiziruet,True,2,6,4
ru,133,2,ona lyubit etot dizayn posle vstrechi.,lyubit,True,2,5,3
ru,134,-2,sosed nenavidit etot gorod posle vstrechi.,nenavidit,True,3,6,3
ru,134,-1,sosed nedolyublivaet etot gorod posle vstrechi.,nedolyublivaet,True,3,9,6
