template_id,kind,source,a,b,c,ab,ba,abc,bca,cab,acb,cba,bac
78,jacobi,The robot signed the treaty.,N,M,T,,,The robot will allegedly fail to sign the treaty tomorrow.,The robot was allegedly going to fail to sign the treaty.,"Earlier, the robot allegedly failed to have signed the treaty.","Allegedly, the robot will fail to sign the treaty tomorrow.","Earlier, it was alleged that the robot failed to have signed the treaty.",It is alleged that the robot will fail to sign the treaty tomorrow.
78,jacobi,The robot signed the treaty.,Q,M,T,,,Could the robot allegedly sign the treaty tomorrow?,Could it be alleged that the robot will sign the treaty tomorrow?,"Allegedly, will the robot sign the treaty tomorrow?","Allegedly, could the robot sign the treaty tomorrow?",Could the robot have allegedly planned to sign the treaty?,Will it be alleged that the robot sign the treaty tomorrow?
79,antisymmetry,The manager approved the treatment.,N,Q,,Could the manager fail to approve the treatment?,Is it false that the manager approved the treatment?,,,,,,
79,antisymmetry,The manager approved the treatment.,N,M,,The manager allegedly failed to approve the treatment.,"Allegedly, the manager failed to approve the treatment.",,,,,,
79,antisymmetry,The manager approved the treatment.,N,T,,The manager will fail to approve the treatment tomorrow.,The manager failed to have approved the treatment earlier.,,,,,,
79,antisymmetry,The manager approved the treatment.,Q,M,,Could the manager allegedly approve the treatment?,Is it alleged that the manager approved the treatment?,,,,,,
79,antisymmetry,The manager approved the treatment.,Q,T,,Could the manager approve the treatment tomorrow?,Will the manager approve the treatment tomorrow?,,,,,,
79,antisymmetry,The manager approved the treatment.,M,T,,The manager will allegedly approve the treatment tomorrow.,The manager was allegedly going to approve the treatment.,,,,,,
79,jacobi,The manager approved the treatment.,N,Q,M,,,Could the manager allegedly fail to approve the treatment?,Is it false that the manager allegedly approved the treatment?,Is it alleged that the manager failed to approve the treatment?,Could it be alleged that the manager failed to approve the treatment?,"Allegedly, is it false that the manager approved the treatment?",Could it be false that the manager allegedly approved the treatment?
79,jacobi,The manager approved the treatment.,N,Q,T,,,Could the manager fail to approve the treatment tomorrow?,Is it false that the manager will approve the treatment tomorrow?,Could the manager have failed to approve the treatment earlier?,Could it be that the manager will fail to approve the treatment tomorrow?,Will it be false that the manager approve the treatment tomorrow?,Could it be false that the manager will approve the treatment tomorrow?
79,jacobi,The manager approved the treatment.,N,M,T,,,The manager will allegedly fail to approve the treatment tomorrow.,The manager was allegedly going to fail to approve the treatment.,"Earlier, the manager allegedly failed to have approved the treatment.","Allegedly, the manager will fail to approve the treatment tomorrow.","Earlier, it was alleged that the manager failed to have approved the treatment.",It is alleged that the manager will fail to approve the treatment tomorrow.
79,jacobi,The manager approved the treatment.,Q,M,T,,,Could the manager allegedly approve the treatment tomorrow?,Could it be alleged that the manager will approve the treatment tomorrow?,"Allegedly, will the manager approve the treatment tomorrow?","Allegedly, could the manager approve the treatment tomorrow?",Could the manager have allegedly planned to approve the treatment?,Will it be alleged that the manager approve the treatment tomorrow?
80,antisymmetry,The wizard confirmed the answer.,N,Q,,Could the wizard fail to confirm the answer?,Is it false that the wizard confirmed the answer?,,,,,,
80,antisymmetry,The wizard confirmed the answer.,N,M,,The wizard allegedly failed to confirm the answer.,"Allegedly, the wizard failed to confirm the answer.",,,,,,
80,antisymmetry,The wizard confirmed the answer.,N,T,,The wizard will fail to confirm the answer tomorrow.,The wizard failed to have confirmed the answer earlier.,,,,,,
80,antisymmetry,The wizard confirmed the answer.,Q,M,,Could the wizard allegedly confirm the answer?,Is it alleged that the wizard confirmed the answer?,,,,,,
80,antisymmetry,The wizard confirmed the answer.,Q,T,,Could the wizard confirm the answer tomorrow?,Will the wizard confirm the answer tomorrow?,,,,,,
80,antisymmetry,The wizard confirmed the answer.,M,T,,The wizard will allegedly confirm the answer tomorrow.,The wizard was allegedly going to confirm the answer.,,,,,,
80,jacobi,The wizard confirmed the answer.,N,Q,M,,,Could the wizard allegedly fail to confirm the answer?,Is it false that the wizard allegedly confirmed the answer?,Is it alleged that the wizard failed to confirm the answer?,Could it be alleged that the wizard failed to confirm the answer?,"Allegedly, is it false that the wizard confirmed the answer?",Could it be false that the wizard allegedly confirmed the answer?
80,jacobi,The wizard confirmed the answer.,N,Q,T,,,Could the wizard fail to confirm the answer tomorrow?,Is it false that the wizard will confirm the answer tomorrow?,Could the wizard have failed to confirm the answer earlier?,Could it be that the wizard will fail to confirm the answer tomorrow?,Will it be false that the wizard confirm the answer tomorrow?,Could it be false that the wizard will confirm the answer tomorrow?
80,jacobi,The wizard confirmed the answer.,N,M,T,,,The wizard will allegedly fail to confirm the answer tomorrow.,The wizard was allegedly going to fail to confirm the answer.,"Earlier, the wizard allegedly failed to have confirmed the answer.","Allegedly, the wizard will fail to confirm the answer tomorrow.","Earlier, it was alleged that the wizard failed to have confirmed the answer.",It is alleged that the wizard will fail to confirm the answer tomorrow.
80,jacobi,The wizard confirmed the answer.,Q,M,T,,,Could the wizard allegedly confirm the answer tomorrow?,Could it be alleged that the wizard will confirm the answer tomorrow?,"Allegedly, will the wizard confirm the answer tomorrow?","Allegedly, could the wizard confirm the answer tomorrow?",Could the wizard have allegedly planned to confirm the answer?,Will it be alleged that the wizard confirm the answer tomorrow?
81,antisymmetry,The teacher completed the repair.,N,Q,,Could the teacher fail to complete the repair?,Is it false that the teacher completed the repair?,,,,,,
81,antisymmetry,The teacher completed the repair.,N,M,,The teacher allegedly failed to complete the repair.,"Allegedly, the teacher failed to complete the repair.",,,,,,
81,antisymmetry,The teacher completed the repair.,N,T,,The teacher will fail to complete the repair tomorrow.,The teacher failed to have completed the repair earlier.,,,,,,
81,antisymmetry,The teacher completed the repair.,Q,M,,Could the teacher allegedly complete the repair?,Is it alleged that the teacher completed the repair?,,,,,,
81,antisymmetry,The teacher completed the repair.,Q,T,,Could the teacher complete the repair tomorrow?,Will the teacher complete the repair tomorrow?,,,,,,
81,antisymmetry,The teacher completed the repair.,M,T,,The teacher will allegedly complete the repair tomorrow.,The teacher was allegedly going to complete the repair.,,,,,,
81,jacobi,The teacher completed the repair.,N,Q,M,,,Could the teacher allegedly fail to complete the repair?,Is it false that the teacher allegedly completed the repair?,Is it alleged that the teacher failed to complete the repair?,Could it be alleged that the teacher failed to complete the repair?,"Allegedly, is it false that the teacher completed the repair?",Could it be false that the teacher allegedly completed the repair?
81,jacobi,The teacher completed the repair.,N,Q,T,,,Could the teacher fail to complete the repair tomorrow?,Is it false that the teacher will complete the repair tomorrow?,Could the teacher have failed to complete the repair earlier?,Could it be that the teacher will fail to complete the repair tomorrow?,Will it be false that the teacher complete the repair tomorrow?,Could it be false that the teacher will complete the repair tomorrow?
81,jacobi,The teacher completed the repair.,N,M,T,,,The teacher will allegedly fail to complete the repair tomorrow.,The teacher was allegedly going to fail to complete the repair.,"Earlier, the teacher allegedly failed to have completed the repair.","Allegedly, the teacher will fail to complete the repair tomorrow.","Earlier, it was alleged that the teacher failed to have completed the repair.",It is alleged that the teacher will fail to complete the repair tomorrow.
81,jacobi,The teacher completed the repair.,Q,M,T,,,Could the teacher allegedly complete the repair tomorrow?,Could it be alleged that the teacher will complete the repair tomorrow?,"Allegedly, will the teacher complete the repair tomorrow?","Allegedly, could the teacher complete the repair tomorrow?",Could the teacher have allegedly planned to complete the repair?,Will it be alleged that the teacher complete the repair tomorrow?
82,antisymmetry,The wizard guarded the treasure.,N,Q,,Could the wizard fail to guard the treasure?,Is it false that the wizard guarded the treasure?,,,,,,
82,antisymmetry,The wizard guarded the treasure.,N,M,,The wizard allegedly failed to guard the treasure.,"Allegedly, the wizard failed to guard the treasure.",,,,,,
82,antisymmetry,The wizard guarded the treasure.,N,T,,The wizard will fail to guard the treasure tomorrow.,The wizard failed to have guarded the treasure earlier.,,,,,,
82,antisymmetry,The wizard guarded the treasure.,Q,M,,Could the wizard allegedly guard the treasure?,Is it alleged that the wizard guarded the treasure?,,,,,,
82,antisymmetry,The wizard guarded the treasure.,Q,T,,Could the wizard guard the treasure tomorrow?,Will the wizard guard the treasure tomorrow?,,,,,,
82,antisymmetry,The wizard guarded the treasure.,M,T,,The wizard will allegedly guard the treasure tomorrow.,The wizard was allegedly going to guard the treasure.,,,,,,
82,jacobi,The wizard guarded the treasure.,N,Q,M,,,Could the wizard allegedly fail to guard the treasure?,Is it false that the wizard allegedly guarded the treasure?,Is it alleged that the wizard failed to guard the treasure?,Could it be alleged that the wizard failed to guard the treasure?,"Allegedly, is it false that the wizard guarded the treasure?",Could it be false that the wizard allegedly guarded the treasure?
82,jacobi,The wizard guarded the treasure.,N,Q,T,,,Could the wizard fail to guard the treasure tomorrow?,Is it false that the wizard will guard the treasure tomorrow?,Could the wizard have failed to guard the treasure earlier?,Could it be that the wizard will fail to guard the treasure tomorrow?,Will it be false that the wizard guard the treasure tomorrow?,Could it be false that the wizard will guard the treasure tomorrow?
82,jacobi,The wizard guarded the treasure.,N,M,T,,,The wizard will allegedly fail to guard the treasure tomorrow.,The wizard was allegedly going to fail to guard the treasure.,"Earlier, the wizard allegedly failed to have guarded the treasure.","Allegedly, the wizard will fail to guard the treasure tomorrow.","Earlier, it was alleged that the wizard failed to have guarded the treasure.",It is alleged that the wizard will fail to guard the treasure tomorrow.
82,jacobi,The wizard guarded the treasure.,Q,M,T,,,Could the wizard allegedly guard the treasure tomorrow?,Could it be alleged that the wizard will guard the treasure tomorrow?,"Allegedly, will the wizard guard the treasure tomorrow?","Allegedly, could the wizard guard the treasure tomorrow?",Could the wizard have allegedly planned to guard the treasure?,Will it be alleged that the wizard guard the treasure tomorrow?
83,antisymmetry,The researcher signed the treaty.,N,Q,,Could the researcher fail to sign the treaty?,Is it false that the researcher signed the treaty?,,,,,,
83,antisymmetry,The researcher signed the treaty.,N,M,,The researcher allegedly failed to sign the treaty.,"Allegedly, the researcher failed to sign the treaty.",,,,,,
83,antisymmetry,The researcher signed the treaty.,N,T,,The researcher will fail to sign the treaty tomorrow.,The researcher failed to have signed the treaty earlier.,,,,,,
83,antisymmetry,The researcher signed the treaty.,Q,M,,Could the researcher allegedly sign the treaty?,Is it alleged that the researcher signed the treaty?,,,,,,
83,antisymmetry,The researcher signed the treaty.,Q,T,,Could the researcher sign the treaty tomorrow?,Will the researcher sign the treaty tomorrow?,,,,,,
83,antisymmetry,The researcher signed the treaty.,M,T,,The researcher will allegedly sign the treaty tomorrow.,The researcher was allegedly going to sign the treaty.,,,,,,
83,jacobi,The researcher signed the treaty.,N,Q,M,,,Could the researcher allegedly fail to sign the treaty?,Is it false that the researcher allegedly signed the treaty?,Is it alleged that the researcher failed to sign the treaty?,Could it be alleged that the researcher failed to sign the treaty?,"Allegedly, is it false that the researcher signed the treaty?",Could it be false that the researcher allegedly signed the treaty?
83,jacobi,The researcher signed the treaty.,N,Q,T,,,Could the researcher fail to sign the treaty tomorrow?,Is it false that the researcher will sign the treaty tomorrow?,Could the researcher have failed to sign the treaty earlier?,Could it be that the researcher will fail to sign the treaty tomorrow?,Will it be false that the researcher sign the treaty tomorrow?,Could it be false that the researcher will sign the treaty tomorrow?
83,jacobi,The researcher signed the treaty.,N,M,T,,,The researcher will allegedly fail to sign the treaty tomorrow.,The researcher was allegedly going to fail to sign the treaty.,"Earlier, the researcher allegedly failed to have signed the treaty.","Allegedly, the researcher will fail to sign the treaty tomorrow.","Earlier, it was alleged that the researcher failed to have signed the treaty.",It is alleged that the researcher will fail to sign the treaty tomorrow.
83,jacobi,The researcher signed the treaty.,Q,M,T,,,Could the researcher allegedly sign the treaty tomorrow?,Could it be alleged that the researcher will sign the treaty tomorrow?,"Allegedly, will the researcher sign the treaty tomorrow?","Allegedly, could the researcher sign the treaty tomorrow?",Could the researcher have allegedly planned to sign the treaty?,Will it be alleged that the researcher sign the treaty tomorrow?
84,antisymmetry,The analyst supported the theory.,N,Q,,Could the analyst fail to support the theory?,Is it false that the analyst supported the theory?,,,,,,
84,antisymmetry,The analyst supported the theory.,N,M,,The analyst allegedly failed to support the theory.,"Allegedly, the analyst failed to support the theory.",,,,,,
84,antisymmetry,The analyst supported the theory.,N,T,,The analyst will fail to support the theory tomorrow.,The analyst failed to have supported the theory earlier.,,,,,,
84,antisymmetry,The analyst supported the theory.,Q,M,,Could the analyst allegedly support the theory?,Is it alleged that the analyst supported the theory?,,,,,,
84,antisymmetry,The analyst supported the theory.,Q,T,,Could the analyst support the theory tomorrow?,Will the analyst support the theory tomorrow?,,,,,,
84,antisymmetry,The analyst supported the theory.,M,T,,The analyst will allegedly support the theory tomorrow.,The analyst was allegedly going to support the theory.,,,,,,
84,jacobi,The analyst supported the theory.,N,Q,M,,,Could the analyst allegedly fail to support the theory?,Is it false that the analyst allegedly supported the theory?,Is it alleged that the analyst failed to support the theory?,Could it be alleged that the analyst failed to support the theory?,"Allegedly, is it false that the analyst supported the theory?",Could it be false that the analyst allegedly supported the theory?
84,jacobi,The analyst supported the theory.,N,Q,T,,,Could the analyst fail to support the theory tomorrow?,Is it false that the analyst will support the theory tomorrow?,Could the analyst have failed to support the theory earlier?,Could it be that the analyst will fail to support the theory tomorrow?,Will it be false that the analyst support the theory tomorrow?,Could it be false that the analyst will support the theory tomorrow?
84,jacobi,The analyst supported the theory.,N,M,T,,,The analyst will allegedly fail to support the theory tomorrow.,The analyst was allegedly going to fail to support the theory.,"Earlier, the analyst allegedly failed to have supported the theory.","Allegedly, the analyst will fail to support the theory tomorrow.","Earlier, it was alleged that the analyst failed to have supported the theory.",It is alleged that the analyst will fail to support the theory tomorrow.
84,jacobi,The analyst supported the theory.,Q,M,T,,,Could the analyst allegedly support the theory tomorrow?,Could it be alleged that the analyst will support the theory tomorrow?,"Allegedly, will the analyst support the theory tomorrow?","Allegedly, could the analyst support the theory tomorrow?",Could the analyst have allegedly planned to support the theory?,Will it be alleged that the analyst support the theory tomorrow?
85,antisymmetry,The dragon accepted the explanation.,N,Q,,Could the dragon fail to accept the explanation?,Is it false that the dragon accepted the explanation?,,,,,,
85,antisymmetry,The dragon accepted the explanation.,N,M,,The dragon allegedly failed to accept the explanation.,"Allegedly, the dragon failed to accept the explanation.",,,,,,
85,antisymmetry,The dragon accepted the explanation.,N,T,,The dragon will fail to accept the explanation tomorrow.,The dragon failed to have accepted the explanation earlier.,,,,,,
85,antisymmetry,The dragon accepted the explanation.,Q,M,,Could the dragon allegedly accept the explanation?,Is it alleged that the dragon accepted the explanation?,,,,,,
85,antisymmetry,The dragon accepted the explanation.,Q,T,,Could the dragon accept the explanation tomorrow?,Will the dragon accept the explanation tomorrow?,,,,,,
85,antisymmetry,The dragon accepted the explanation.,M,T,,The dragon will allegedly accept the explanation tomorrow.,The dragon was allegedly going to accept the explanation.,,,,,,
85,jacobi,The dragon accepted the explanation.,N,Q,M,,,Could the dragon allegedly fail to accept the explanation?,Is it false that the dragon allegedly accepted the explanation?,Is it alleged that the dragon failed to accept the explanation?,Could it be alleged that the dragon failed to accept the explanation?,"Allegedly, is it false that the dragon accepted the explanation?",Could it be false that the dragon allegedly accepted the explanation?
85,jacobi,The dragon accepted the explanation.,N,Q,T,,,Could the dragon fail to accept the explanation tomorrow?,Is it false that the dragon will accept the explanation tomorrow?,Could the dragon have failed to accept the explanation earlier?,Could it be that the dragon will fail to accept the explanation tomorrow?,Will it be false that the dragon accept the explanation tomorrow?,Could it be false that the dragon will accept the explanation tomorrow?
85,jacobi,The dragon accepted the explanation.,N,M,T,,,The dragon will allegedly fail to accept the explanation tomorrow.,The dragon was allegedly going to fail to accept the explanation.,"Earlier, the dragon allegedly failed to have accepted the explanation.","Allegedly, the dragon will fail to accept the explanation tomorrow.","Earlier, it was alleged that the dragon failed to have accepted the explanation.",It is alleged that the dragon will fail to accept the explanation tomorrow.
85,jacobi,The dragon accepted the explanation.,Q,M,T,,,Could the dragon allegedly accept the explanation tomorrow?,Could it be alleged that the dragon will accept the explanation tomorrow?,"Allegedly, will the dragon accept the explanation tomorrow?","Allegedly, could the dragon accept the explanation tomorrow?",Could the dragon have allegedly planned to accept the explanation?,Will it be alleged that the dragon accept the explanation tomorrow?
86,antisymmetry,The manager completed the repair.,N,Q,,Could the manager fail to complete the repair?,Is it false that the manager completed the repair?,,,,,,
86,antisymmetry,The manager completed the repair.,N,M,,The manager allegedly failed to complete the repair.,"Allegedly, the manager failed to complete the repair.",,,,,,
86,antisymmetry,The manager completed the repair.,N,T,,The manager will fail to complete the repair tomorrow.,The manager failed to have completed the repair earlier.,,,,,,
86,antisymmetry,The manager completed the repair.,Q,M,,Could the manager allegedly complete the repair?,Is it alleged that the manager completed the repair?,,,,,,
86,antisymmetry,The manager completed the repair.,Q,T,,Could the manager complete the repair tomorrow?,Will the manager complete the repair tomorrow?,,,,,,
86,antisymmetry,The manager completed the repair.,M,T,,The manager will allegedly complete the repair tomorrow.,The manager was allegedly going to complete the repair.,,,,,,
86,jacobi,The manager completed the repair.,N,Q,M,,,Could the manager allegedly fail to complete the repair?,Is it false that the manager allegedly completed the repair?,Is it alleged that the manager failed to complete the repair?,Could it be alleged that the manager failed to complete the repair?,"Allegedly, is it false that the manager completed the repair?",Could it be false that the manager allegedly completed the repair?
86,jacobi,The manager completed the repair.,N,Q,T,,,Could the manager fail to complete the repair tomorrow?,Is it false that the manager will complete the repair tomorrow?,Could the manager have failed to complete the repair earlier?,Could it be that the manager will fail to complete the repair tomorrow?,Will it be false that the manager complete the repair tomorrow?,Could it be false that the manager will complete the repair tomorrow?
86,jacobi,The manager completed the repair.,N,M,T,,,The manager will allegedly fail to complete the repair tomorrow.,The manager was allegedly going to fail to complete the repair.,"Earlier, the manager allegedly failed to have completed the repair.","Allegedly, the manager will fail to complete the repair tomorrow.","Earlier, it was alleged that the manager failed to have completed the repair.",It is alleged that the manager will fail to complete the repair tomorrow.
86,jacobi,The manager completed the repair.,Q,M,T,,,Could the manager allegedly complete the repair tomorrow?,Could it be alleged that the manager will complete the repair tomorrow?,"Allegedly, will the manager complete the repair tomorrow?","Allegedly, could the manager complete the repair tomorrow?",Could the manager have allegedly planned to complete the repair?,Will it be alleged that the manager complete the repair tomorrow?
87,antisymmetry,The pirate guarded the treasure.,N,Q,,Could the pirate fail to guard the treasure?,Is it false that the pirate guarded the treasure?,,,,,,
87,antisymmetry,The pirate guarded the treasure.,N,M,,The pirate allegedly failed to guard the treasure.,"Allegedly, the pirate failed to guard the treasure.",,,,,,
87,antisymmetry,The pirate guarded the treasure.,N,T,,The pirate will fail to guard the treasure tomorrow.,The pirate failed to have guarded the treasure earlier.,,,,,,
87,antisymmetry,The pirate guarded the treasure.,Q,M,,Could the pirate allegedly guard the treasure?,Is it alleged that the pirate guarded the treasure?,,,,,,
87,antisymmetry,The pirate guarded the treasure.,Q,T,,Could the pirate guard the treasure tomorrow?,Will the pirate guard the treasure tomorrow?,,,,,,
87,antisymmetry,The pirate guarded the treasure.,M,T,,The pirate will allegedly guard the treasure tomorrow.,The pirate was allegedly going to guard the treasure.,,,,,,
87,jacobi,The pirate guarded the treasure.,N,Q,M,,,Could the pirate allegedly fail to guard the treasure?,Is it false that the pirate allegedly guarded the treasure?,Is it alleged that the pirate failed to guard the treasure?,Could it be alleged that the pirate failed to guard the treasure?,"Allegedly, is it false that the pirate guarded the treasure?",Could it be false that the pirate allegedly guarded the treasure?
87,jacobi,The pirate guarded the treasure.,N,Q,T,,,Could the pirate fail to guard the treasure tomorrow?,Is it false that the pirate will guard the treasure tomorrow?,Could the pirate have failed to guard the treasure earlier?,Could it be that the pirate will fail to guard the treasure tomorrow?,Will it be false that the pirate guard the treasure tomorrow?,Could it be false that the pirate will guard the treasure tomorrow?
87,jacobi,The pirate guarded the treasure.,N,M,T,,,The pirate will allegedly fail to guard the treasure tomorrow.,The pirate was allegedly going to fail to guard the treasure.,"Earlier, the pirate allegedly failed to have guarded the treasure.","Allegedly, the pirate will fail to guard the treasure tomorrow.","Earlier, it was alleged that the pirate failed to have guarded the treasure.",It is alleged that the pirate will fail to guard the treasure tomorrow.
87,jacobi,The pirate guarded the treasure.,Q,M,T,,,Could the pirate allegedly guard the treasure tomorrow?,Could it be alleged that the pirate will guard the treasure tomorrow?,"Allegedly, will the pirate guard the treasure tomorrow?","Allegedly, could the pirate guard the treasure tomorrow?",Could the pirate have allegedly planned to guard the treasure?,Will it be alleged that the pirate guard the treasure tomorrow?
88,antisymmetry,The robot completed the repair.,N,Q,,Could the robot fail to complete the repair?,Is it false that the robot completed the repair?,,,,,,
88,antisymmetry,The robot completed the repair.,N,M,,The robot allegedly failed to complete the repair.,"Allegedly, the robot failed to complete the repair.",,,,,,
88,antisymmetry,The robot completed the repair.,N,T,,The robot will fail to complete the repair tomorrow.,The robot failed to have completed the repair earlier.,,,,,,
88,antisymmetry,The robot completed the repair.,Q,M,,Could the robot allegedly complete the repair?,Is it alleged that the robot completed the repair?,,,,,,
88,antisymmetry,The robot completed the repair.,Q,T,,Could the robot complete the repair tomorrow?,Will the robot complete the repair tomorrow?,,,,,,
88,antisymmetry,The robot completed the repair.,M,T,,The robot will allegedly complete the repair tomorrow.,The robot was allegedly going to complete the repair.,,,,,,
88,jacobi,The robot completed the repair.,N,Q,M,,,Could the robot allegedly fail to complete the repair?,Is it false that the robot allegedly completed the repair?,Is it alleged that the robot failed to complete the repair?,Could it be alleged that the robot failed to complete the repair?,"Allegedly, is it false that the robot completed the repair?",Could it be false that the robot allegedly completed the repair?
88,jacobi,The robot completed the repair.,N,Q,T,,,Could the robot fail to complete the repair tomorrow?,Is it false that the robot will complete the repair tomorrow?,Could the robot have failed to complete the repair earlier?,Could it be that the robot will fail to complete the repair tomorrow?,Will it be false that the robot complete the repair tomorrow?,Could it be false that the robot will complete the repair tomorrow?
88,jacobi,The robot completed the repair.,N,M,T,,,The robot will allegedly fail to complete the repair tomorrow.,The robot was allegedly going to fail to complete the repair.,"Earlier, the robot allegedly failed to have completed the repair.","Allegedly, the robot will fail to complete the repair tomorrow.","Earlier, it was alleged that the robot failed to have completed the repair.",It is alleged that the robot will fail to complete the repair tomorrow.
88,jacobi,The robot completed the repair.,Q,M,T,,,Could the robot allegedly complete the repair tomorrow?,Could it be alleged that the robot will complete the repair tomorrow?,"Allegedly, will the robot complete the repair tomorrow?","Allegedly, could the robot complete the repair tomorrow?",Could the robot have allegedly planned to complete the repair?,Will it be alleged that the robot complete the repair tomorrow?
89,antisymmetry,The teacher verified the report.,N,Q,,Could the teacher fail to verify the report?,Is it false that the teacher verified the report?,,,,,,
89,antisymmetry,The teacher verified the report.,N,M,,The teacher allegedly failed to verify the report.,"Allegedly, the teacher failed to verify the report.",,,,,,
89,antisymmetry,The teacher verified the report.,N,T,,The teacher will fail to verify the report tomorrow.,The teacher failed to have verified the report earlier.,,,,,,
89,antisymmetry,The teacher verified the report.,Q,M,,Could the teacher allegedly verify the report?,Is it alleged that the teacher verified the report?,,,,,,
89,antisymmetry,The teacher verified the report.,Q,T,,Could the teacher verify the report tomorrow?,Will the teacher verify the report tomorrow?,,,,,,
89,antisymmetry,The teacher verified the report.,M,T,,The teacher will allegedly verify the report tomorrow.,The teacher was allegedly going to verify the report.,,,,,,
89,jacobi,The teacher verified the report.,N,Q,M,,,Could the teacher allegedly fail to verify the report?,Is it false that the teacher allegedly verified the report?,Is it alleged that the teacher failed to verify the report?,Could it be alleged that the teacher failed to verify the report?,"Allegedly, is it false that the teacher verified the report?",Could it be false that the teacher allegedly verified the report?
89,jacobi,The teacher verified the report.,N,Q,T,,,Could the teacher fail to verify the report tomorrow?,Is it false that the teacher will verify the report tomorrow?,Could the teacher have failed to verify the report earlier?,Could it be that the teacher will fail to verify the report tomorrow?,Will it be false that the teacher verify the report tomorrow?,Could it be false that the teacher will verify the report tomorrow?
89,jacobi,The teacher verified the report.,N,M,T,,,The teacher will allegedly fail to verify the report tomorrow.,The teacher was allegedly going to fail to verify the report.,"Earlier, the teacher allegedly failed to have verified the report.","Allegedly, the teacher will fail to verify the report tomorrow.","Earlier, it was alleged that the teacher failed to have verified the report.",It is alleged that the teacher will fail to verify the report tomorrow.
89,jacobi,The teacher verified the report.,Q,M,T,,,Could the teacher allegedly verify the report tomorrow?,Could it be alleged that the teacher will verify the report tomorrow?,"Allegedly, will the teacher verify the report tomorrow?","Allegedly, could the teacher verify the report tomorrow?",Could the teacher have allegedly planned to verify the report?,Will it be alleged that the teacher verify the report tomorrow?
90,antisymmetry,The dragon completed the repair.,N,Q,,Could the dragon fail to complete the repair?,Is it false that the dragon completed the repair?,,,,,,
90,antisymmetry,The dragon completed the repair.,N,M,,The dragon allegedly failed to complete the repair.,"Allegedly, the dragon failed to complete the repair.",,,,,,
90,antisymmetry,The dragon completed the repair.,N,T,,The dragon will fail to complete the repair tomorrow.,The dragon failed to have completed the repair earlier.,,,,,,
90,antisymmetry,The dragon completed the repair.,Q,M,,Could the dragon allegedly complete the repair?,Is it alleged that the dragon completed the repair?,,,,,,
90,antisymmetry,The dragon completed the repair.,Q,T,,Could the dragon complete the repair tomorrow?,Will the dragon complete the repair tomorrow?,,,,,,
90,antisymmetry,The dragon completed the repair.,M,T,,The dragon will allegedly complete the repair tomorrow.,The dragon was allegedly going to complete the repair.,,,,,,
90,jacobi,The dragon completed the repair.,N,Q,M,,,Could the dragon allegedly fail to complete the repair?,Is it false that the dragon allegedly completed the repair?,Is it alleged that the dragon failed to complete the repair?,Could it be alleged that the dragon failed to complete the repair?,"Allegedly, is it false that the dragon completed the repair?",Could it be false that the dragon allegedly completed the repair?
90,jacobi,The dragon completed the repair.,N,Q,T,,,Could the dragon fail to complete the repair tomorrow?,Is it false that the dragon will complete the repair tomorrow?,Could the dragon have failed to complete the repair earlier?,Could it be that the dragon will fail to complete the repair tomorrow?,Will it be false that the dragon complete the repair tomorrow?,Could it be false that the dragon will complete the repair tomorrow?
90,jacobi,The dragon completed the repair.,N,M,T,,,The dragon will allegedly fail to complete the repair tomorrow.,The dragon was allegedly going to fail to complete the repair.,"Earlier, the dragon allegedly failed to have completed the repair.","Allegedly, the dragon will fail to complete the repair tomorrow.","Earlier, it was alleged that the dragon failed to have completed the repair.",It is alleged that the dragon will fail to complete the repair tomorrow.
90,jacobi,The dragon completed the repair.,Q,M,T,,,Could the dragon allegedly complete the repair tomorrow?,Could it be alleged that the dragon will complete the repair tomorrow?,"Allegedly, will the dragon complete the repair tomorrow?","Allegedly, could the dragon complete the repair tomorrow?",Could the dragon have allegedly planned to complete the repair?,Will it be alleged that the dragon complete the repair tomorrow?
91,antisymmetry,The knight confirmed the answer.,N,Q,,Could the knight fail to confirm the answer?,Is it false that the knight confirmed the answer?,,,,,,
91,antisymmetry,The knight confirmed the answer.,N,M,,The knight allegedly failed to confirm the answer.,"Allegedly, the knight failed to confirm the answer.",,,,,,
91,antisymmetry,The knight confirmed the answer.,N,T,,The knight will fail to confirm the answer tomorrow.,The knight failed to have confirmed the answer earlier.,,,,,,
91,antisymmetry,The knight confirmed the answer.,Q,M,,Could the knight allegedly confirm the answer?,Is it alleged that the knight confirmed the answer?,,,,,,
91,antisymmetry,The knight confirmed the answer.,Q,T,,Could the knight confirm the answer tomorrow?,Will the knight confirm the answer tomorrow?,,,,,,
91,antisymmetry,The knight confirmed the answer.,M,T,,The knight will allegedly confirm the answer tomorrow.,The knight was allegedly going to confirm the answer.,,,,,,
91,jacobi,The knight confirmed the answer.,N,Q,M,,,Could the knight allegedly fail to confirm the answer?,Is it false that the knight allegedly confirmed the answer?,Is it alleged that the knight failed to confirm the answer?,Could it be alleged that the knight failed to confirm the answer?,"Allegedly, is it false that the knight confirmed the answer?",Could it be false that the knight allegedly confirmed the answer?
91,jacobi,The knight confirmed the answer.,N,Q,T,,,Could the knight fail to confirm the answer tomorrow?,Is it false that the knight will confirm the answer tomorrow?,Could the knight have failed to confirm the answer earlier?,Could it be that the knight will fail to confirm the answer tomorrow?,Will it be false that the knight confirm the answer tomorrow?,Could it be false that the knight will confirm the answer tomorrow?
