split,base_id,syntax_family,class,source,target,source_idx,target_idx
test,test_32,temporal_clause,question,"After the analyst measured the garden, the situation changed.",Is there evidence that the situation changed after the analyst measured the garden?,229,1675
test,test_32,temporal_clause,future,"After the analyst measured the garden, the situation changed.","After the analyst is likely to measure the garden, the situation will change.",229,1676
test,test_32,temporal_clause,uncertainty,"After the analyst measured the garden, the situation changed.","There is a chance that after the analyst measured the garden, the situation changed.",229,1677
test,test_32,temporal_clause,passive,"After the analyst measured the garden, the situation changed.","After the garden was successfully measured by the analyst, the situation changed.",229,1678
test,test_32,temporal_clause,formalization,"After the analyst measured the garden, the situation changed.","The statement that after the analyst measured the garden, the situation changed is true.",229,1679
test,test_32,reported_statement,negation,The report said that the analyst measured the garden.,The report said that the analyst was unable to measure the garden.,230,1680
test,test_32,reported_statement,question,The report said that the analyst measured the garden.,Is there evidence that the report said the analyst measured the garden?,230,1681
test,test_32,reported_statement,future,The report said that the analyst measured the garden.,The report said that the analyst plans to measure the garden.,230,1682
test,test_32,reported_statement,uncertainty,The report said that the analyst measured the garden.,The report said it is possible that the analyst measured the garden.,230,1683
test,test_32,reported_statement,passive,The report said that the analyst measured the garden.,The report said that the garden was successfully measured by the analyst.,230,1684
test,test_32,reported_statement,formalization,The report said that the analyst measured the garden.,One can state that the report said the analyst measured the garden.,230,1685
test,test_32,conditional,negation,"If the analyst measured the garden, the result mattered.","If the analyst could not measure the garden, the result mattered.",231,1686
test,test_32,conditional,question,"If the analyst measured the garden, the result mattered.",Was it true that the result mattered if the analyst measured the garden?,231,1687
test,test_32,conditional,future,"If the analyst measured the garden, the result mattered.","If the analyst plans to measure the garden, the result will matter.",231,1688
test,test_32,conditional,uncertainty,"If the analyst measured the garden, the result mattered.","If it is possible that the analyst measured the garden, the result mattered.",231,1689
test,test_32,conditional,passive,"If the analyst measured the garden, the result mattered.","If the garden was successfully measured by the analyst, the result mattered.",231,1690
test,test_32,conditional,formalization,"If the analyst measured the garden, the result mattered.","The statement that if the analyst measured the garden, the result mattered is true.",231,1691
test,test_33,relative_clause,negation,The person who discovered the family was the analyst.,The person who could not discover the family was the analyst.,232,1692
test,test_33,relative_clause,question,The person who discovered the family was the analyst.,Is there evidence that the person who discovered the family was the analyst?,232,1693
test,test_33,relative_clause,future,The person who discovered the family was the analyst.,The person who is likely to discover the family is the analyst.,232,1694
test,test_33,relative_clause,uncertainty,The person who discovered the family was the analyst.,There is a chance that the person who discovered the family was the analyst.,232,1695
test,test_33,relative_clause,passive,The person who discovered the family was the analyst.,The person by whom the family was successfully discovered was the analyst.,232,1696
test,test_33,relative_clause,formalization,The person who discovered the family was the analyst.,It can be formally said that the person who discovered the family was the analyst.,232,1697
test,test_33,temporal_clause,negation,"After the analyst discovered the family, the situation changed.","After the analyst was unable to discover the family, the situation changed.",233,1698
test,test_33,temporal_clause,question,"After the analyst discovered the family, the situation changed.",Was it true that the situation changed after the analyst discovered the family?,233,1699
test,test_33,temporal_clause,future,"After the analyst discovered the family, the situation changed.","After the analyst is expected to discover the family, the situation will change.",233,1700
test,test_33,temporal_clause,uncertainty,"After the analyst discovered the family, the situation changed.","It is possible that after the analyst discovered the family, the situation changed.",233,1701
test,test_33,temporal_clause,passive,"After the analyst discovered the family, the situation changed.","After the family got discovered by the analyst, the situation changed.",233,1702
test,test_33,temporal_clause,formalization,"After the analyst discovered the family, the situation changed.","The statement that after the analyst discovered the family, the situation changed is true.",233,1703
test,test_33,reported_statement,negation,The report said that the analyst discovered the family.,The report said that the analyst could not discover the family.,234,1704
test,test_33,reported_statement,question,The report said that the analyst discovered the family.,Is there evidence that the report said the analyst discovered the family?,234,1705
test,test_33,reported_statement,future,The report said that the analyst discovered the family.,The report said that the analyst is expected to discover the family.,234,1706
test,test_33,reported_statement,uncertainty,The report said that the analyst discovered the family.,The report said there is a chance that the analyst discovered the family.,234,1707
test,test_33,reported_statement,passive,The report said that the analyst discovered the family.,The report said that the family was eventually discovered by the analyst.,234,1708
test,test_33,reported_statement,formalization,The report said that the analyst discovered the family.,It can be formally said that the report said the analyst discovered the family.,234,1709
test,test_33,conditional,negation,"If the analyst discovered the family, the result mattered.","If the analyst was unable to discover the family, the result mattered.",235,1710
test,test_33,conditional,question,"If the analyst discovered the family, the result mattered.",Can we confirm that the result mattered if the analyst discovered the family?,235,1711
test,test_33,conditional,future,"If the analyst discovered the family, the result mattered.","If the analyst is likely to discover the family, the result will matter.",235,1712
test,test_33,conditional,uncertainty,"If the analyst discovered the family, the result mattered.","If it is possible that the analyst discovered the family, the result mattered.",235,1713
test,test_33,conditional,passive,"If the analyst discovered the family, the result mattered.","If the family was successfully discovered by the analyst, the result mattered.",235,1714
test,test_33,conditional,formalization,"If the analyst discovered the family, the result mattered.","It can be formally said that if the analyst discovered the family, the result mattered.",235,1715
test,test_34,relative_clause,negation,The person who helped the family was the farmer.,The person who could not help the family was the farmer.,236,1716
test,test_34,relative_clause,question,The person who helped the family was the farmer.,Can we confirm that the person who helped the family was the farmer?,236,1717
test,test_34,relative_clause,future,The person who helped the family was the farmer.,The person who is expected to help the family is the farmer.,236,1718
test,test_34,relative_clause,uncertainty,The person who helped the family was the farmer.,It is possible that the person who helped the family was the farmer.,236,1719
test,test_34,relative_clause,passive,The person who helped the family was the farmer.,The person by whom the family was eventually helped was the farmer.,236,1720
test,test_34,relative_clause,formalization,The person who helped the family was the farmer.,One can state that the person who helped the family was the farmer.,236,1721
test,test_34,temporal_clause,negation,"After the farmer helped the family, the situation changed.","After the farmer failed to help the family, the situation changed.",237,1722
test,test_34,temporal_clause,question,"After the farmer helped the family, the situation changed.",Can we confirm that the situation changed after the farmer helped the family?,237,1723
test,test_34,temporal_clause,future,"After the farmer helped the family, the situation changed.","After the farmer plans to help the family, the situation will change.",237,1724
test,test_34,temporal_clause,uncertainty,"After the farmer helped the family, the situation changed.","It is possible that after the farmer helped the family, the situation changed.",237,1725
test,test_34,temporal_clause,passive,"After the farmer helped the family, the situation changed.","After the family was successfully helped by the farmer, the situation changed.",237,1726
test,test_34,temporal_clause,formalization,"After the farmer helped the family, the situation changed.","The statement that after the farmer helped the family, the situation changed is true.",237,1727
test,test_34,reported_statement,negation,The report said that the farmer helped the family.,The report said that the farmer could not help the family.,238,1728
test,test_34,reported_statement,question,The report said that the farmer helped the family.,Was it true that the report said the farmer helped the family?,238,1729
test,test_34,reported_statement,future,The report said that the farmer helped the family.,The report said that the farmer plans to help the family.,238,1730
test,test_34,reported_statement,uncertainty,The report said that the farmer helped the family.,The report said that the farmer probably helped the family.,238,1731
test,test_34,reported_statement,passive,The report said that the farmer helped the family.,The report said that the family was eventually helped by the farmer.,238,1732
test,test_34,reported_statement,formalization,The report said that the farmer helped the family.,One can state that the report said the farmer helped the family.,238,1733
test,test_34,conditional,negation,"If the farmer helped the family, the result mattered.","If the farmer was unable to help the family, the result mattered.",239,1734
test,test_34,conditional,question,"If the farmer helped the family, the result mattered.",Was it true that the result mattered if the farmer helped the family?,239,1735
test,test_34,conditional,future,"If the farmer helped the family, the result mattered.","If the farmer is expected to help the family, the result will matter.",239,1736
test,test_34,conditional,uncertainty,"If the farmer helped the family, the result mattered.","If there is a chance that the farmer helped the family, the result mattered.",239,1737
test,test_34,conditional,passive,"If the farmer helped the family, the result mattered.","If the family got helped by the farmer, the result mattered.",239,1738
test,test_34,conditional,formalization,"If the farmer helped the family, the result mattered.","One can state that if the farmer helped the family, the result mattered.",239,1739
test,test_35,relative_clause,negation,The person who built the question was the analyst.,The person who was unable to build the question was the analyst.,240,1740
test,test_35,relative_clause,question,The person who built the question was the analyst.,Was it true that the person who built the question was the analyst?,240,1741
test,test_35,relative_clause,future,The person who built the question was the analyst.,The person who is likely to build the question is the analyst.,240,1742
test,test_35,relative_clause,uncertainty,The person who built the question was the analyst.,There is a chance that the person who built the question was the analyst.,240,1743
test,test_35,relative_clause,passive,The person who built the question was the analyst.,The person by whom the question was eventually built was the analyst.,240,1744
test,test_35,relative_clause,formalization,The person who built the question was the analyst.,It can be formally said that the person who built the question was the analyst.,240,1745
test,test_35,temporal_clause,negation,"After the analyst built the question, the situation changed.","After the analyst failed to build the question, the situation changed.",241,1746
test,test_35,temporal_clause,question,"After the analyst built the question, the situation changed.",Is there evidence that the situation changed after the analyst built the question?,241,1747
test,test_35,temporal_clause,future,"After the analyst built the question, the situation changed.","After the analyst plans to build the question, the situation will change.",241,1748
test,test_35,temporal_clause,uncertainty,"After the analyst built the question, the situation changed.","After the analyst probably built the question, the situation changed.",241,1749
test,test_35,temporal_clause,passive,"After the analyst built the question, the situation changed.","After the question was successfully built by the analyst, the situation changed.",241,1750
test,test_35,temporal_clause,formalization,"After the analyst built the question, the situation changed.","It can be formally said that after the analyst built the question, the situation changed.",241,1751
test,test_35,reported_statement,negation,The report said that the analyst built the question.,The report said that the analyst was unable to build the question.,242,1752
test,test_35,reported_statement,question,The report said that the analyst built the question.,Can we confirm that the report said the analyst built the question?,242,1753
test,test_35,reported_statement,future,The report said that the analyst built the question.,The report said that the analyst plans to build the question.,242,1754
test,test_35,reported_statement,uncertainty,The report said that the analyst built the question.,The report said that the analyst probably built the question.,242,1755
test,test_35,reported_statement,passive,The report said that the analyst built the question.,The report said that the question was eventually built by the analyst.,242,1756
test,test_35,reported_statement,formalization,The report said that the analyst built the question.,The statement that the report said the analyst built the question is true.,242,1757
test,test_35,conditional,negation,"If the analyst built the question, the result mattered.","If the analyst failed to build the question, the result mattered.",243,1758
test,test_35,conditional,question,"If the analyst built the question, the result mattered.",Was it true that the result mattered if the analyst built the question?,243,1759
test,test_35,conditional,future,"If the analyst built the question, the result mattered.","If the analyst is expected to build the question, the result will matter.",243,1760
test,test_35,conditional,uncertainty,"If the analyst built the question, the result mattered.","If it is possible that the analyst built the question, the result mattered.",243,1761
test,test_35,conditional,passive,"If the analyst built the question, the result mattered.","If the question was successfully built by the analyst, the result mattered.",243,1762
test,test_35,conditional,formalization,"If the analyst built the question, the result mattered.","One can state that if the analyst built the question, the result mattered.",243,1763
test,test_36,relative_clause,negation,The person who built the client was the lawyer.,The person who was unable to build the client was the lawyer.,244,1764
test,test_36,relative_clause,question,The person who built the client was the lawyer.,Is there evidence that the person who built the client was the lawyer?,244,1765
test,test_36,relative_clause,future,The person who built the client was the lawyer.,The person who plans to build the client is the lawyer.,244,1766
test,test_36,relative_clause,uncertainty,The person who built the client was the lawyer.,There is a chance that the person who built the client was the lawyer.,244,1767
test,test_36,relative_clause,passive,The person who built the client was the lawyer.,The person by whom the client got built was the lawyer.,244,1768
test,test_36,relative_clause,formalization,The person who built the client was the lawyer.,It can be formally said that the person who built the client was the lawyer.,244,1769
test,test_36,temporal_clause,negation,"After the lawyer built the client, the situation changed.","After the lawyer could not build the client, the situation changed.",245,1770
test,test_36,temporal_clause,question,"After the lawyer built the client, the situation changed.",Is there evidence that the situation changed after the lawyer built the client?,245,1771
test,test_36,temporal_clause,future,"After the lawyer built the client, the situation changed.","After the lawyer is likely to build the client, the situation will change.",245,1772
test,test_36,temporal_clause,uncertainty,"After the lawyer built the client, the situation changed.","It is possible that after the lawyer built the client, the situation changed.",245,1773
test,test_36,temporal_clause,passive,"After the lawyer built the client, the situation changed.","After the client was successfully built by the lawyer, the situation changed.",245,1774
test,test_36,temporal_clause,formalization,"After the lawyer built the client, the situation changed.","It can be formally said that after the lawyer built the client, the situation changed.",245,1775
test,test_36,reported_statement,negation,The report said that the lawyer built the client.,The report said that the lawyer could not build the client.,246,1776
test,test_36,reported_statement,question,The report said that the lawyer built the client.,Was it true that the report said the lawyer built the client?,246,1777
test,test_36,reported_statement,future,The report said that the lawyer built the client.,The report said that the lawyer is expected to build the client.,246,1778
test,test_36,reported_statement,uncertainty,The report said that the lawyer built the client.,The report said that the lawyer probably built the client.,246,1779
test,test_36,reported_statement,passive,The report said that the lawyer built the client.,The report said that the client was successfully built by the lawyer.,246,1780
test,test_36,reported_statement,formalization,The report said that the lawyer built the client.,It can be formally said that the report said the lawyer built the client.,246,1781
test,test_36,conditional,negation,"If the lawyer built the client, the result mattered.","If the lawyer was unable to build the client, the result mattered.",247,1782
test,test_36,conditional,question,"If the lawyer built the client, the result mattered.",Can we confirm that the result mattered if the lawyer built the client?,247,1783
test,test_36,conditional,future,"If the lawyer built the client, the result mattered.","If the lawyer plans to build the client, the result will matter.",247,1784
test,test_36,conditional,uncertainty,"If the lawyer built the client, the result mattered.","If it is possible that the lawyer built the client, the result mattered.",247,1785
test,test_36,conditional,passive,"If the lawyer built the client, the result mattered.","If the client was eventually built by the lawyer, the result mattered.",247,1786
test,test_36,conditional,formalization,"If the lawyer built the client, the result mattered.","It can be formally said that if the lawyer built the client, the result mattered.",247,1787
test,test_37,relative_clause,negation,The person who prepared the question was the pilot.,The person who failed to prepare the question was the pilot.,248,1788
test,test_37,relative_clause,question,The person who prepared the question was the pilot.,Can we confirm that the person who prepared the question was the pilot?,248,1789
test,test_37,relative_clause,future,The person who prepared the question was the pilot.,The person who is expected to prepare the question is the pilot.,248,1790
test,test_37,relative_clause,uncertainty,The person who prepared the question was the pilot.,It is possible that the person who prepared the question was the pilot.,248,1791
test,test_37,relative_clause,passive,The person who prepared the question was the pilot.,The person by whom the question was eventually prepared was the pilot.,248,1792
test,test_37,relative_clause,formalization,The person who prepared the question was the pilot.,The statement that the person who prepared the question was the pilot is true.,248,1793
test,test_37,temporal_clause,negation,"After the pilot prepared the question, the situation changed.","After the pilot could not prepare the question, the situation changed.",249,1794
test,test_37,temporal_clause,question,"After the pilot prepared the question, the situation changed.",Was it true that the situation changed after the pilot prepared the question?,249,1795
test,test_37,temporal_clause,future,"After the pilot prepared the question, the situation changed.","After the pilot is expected to prepare the question, the situation will change.",249,1796
test,test_37,temporal_clause,uncertainty,"After the pilot prepared the question, the situation changed.","There is a chance that after the pilot prepared the question, the situation changed.",249,1797
test,test_37,temporal_clause,passive,"After the pilot prepared the question, the situation changed.","After the question got prepared by the pilot, the situation changed.",249,1798
test,test_37,temporal_clause,formalization,"After the pilot prepared the question, the situation changed.","It can be formally said that after the pilot prepared the question, the situation changed.",249,1799
test,test_37,reported_statement,negation,The report said that the pilot prepared the question.,The report said that the pilot was unable to prepare the question.,250,1800
test,test_37,reported_statement,question,The report said that the pilot prepared the question.,Was it true that the report said the pilot prepared the question?,250,1801
test,test_37,reported_statement,future,The report said that the pilot prepared the question.,The report said that the pilot is expected to prepare the question.,250,1802
test,test_37,reported_statement,uncertainty,The report said that the pilot prepared the question.,The report said it is possible that the pilot prepared the question.,250,1803
test,test_37,reported_statement,passive,The report said that the pilot prepared the question.,The report said that the question was successfully prepared by the pilot.,250,1804
test,test_37,reported_statement,formalization,The report said that the pilot prepared the question.,The statement that the report said the pilot prepared the question is true.,250,1805
test,test_37,conditional,negation,"If the pilot prepared the question, the result mattered.","If the pilot was unable to prepare the question, the result mattered.",251,1806
test,test_37,conditional,question,"If the pilot prepared the question, the result mattered.",Can we confirm that the result mattered if the pilot prepared the question?,251,1807
test,test_37,conditional,future,"If the pilot prepared the question, the result mattered.","If the pilot plans to prepare the question, the result will matter.",251,1808
test,test_37,conditional,uncertainty,"If the pilot prepared the question, the result mattered.","If it is possible that the pilot prepared the question, the result mattered.",251,1809
test,test_37,conditional,passive,"If the pilot prepared the question, the result mattered.","If the question got prepared by the pilot, the result mattered.",251,1810
test,test_37,conditional,formalization,"If the pilot prepared the question, the result mattered.","The statement that if the pilot prepared the question, the result mattered is true.",251,1811
test,test_38,relative_clause,negation,The person who examined the document was the journalist.,The person who was unable to examine the document was the journalist.,252,1812
test,test_38,relative_clause,question,The person who examined the document was the journalist.,Was it true that the person who examined the document was the journalist?,252,1813
test,test_38,relative_clause,future,The person who examined the document was the journalist.,The person who is likely to examine the document is the journalist.,252,1814
test,test_38,relative_clause,uncertainty,The person who examined the document was the journalist.,There is a chance that the person who examined the document was the journalist.,252,1815
test,test_38,relative_clause,passive,The person who examined the document was the journalist.,The person by whom the document was successfully examined was the journalist.,252,1816
test,test_38,relative_clause,formalization,The person who examined the document was the journalist.,The statement that the person who examined the document was the journalist is true.,252,1817
test,test_38,temporal_clause,negation,"After the journalist examined the document, the situation changed.","After the journalist was unable to examine the document, the situation changed.",253,1818
test,test_38,temporal_clause,question,"After the journalist examined the document, the situation changed.",Was it true that the situation changed after the journalist examined the document?,253,1819
test,test_38,temporal_clause,future,"After the journalist examined the document, the situation changed.","After the journalist is expected to examine the document, the situation will change.",253,1820
test,test_38,temporal_clause,uncertainty,"After the journalist examined the document, the situation changed.","It is possible that after the journalist examined the document, the situation changed.",253,1821
test,test_38,temporal_clause,passive,"After the journalist examined the document, the situation changed.","After the document got examined by the journalist, the situation changed.",253,1822
test,test_38,temporal_clause,formalization,"After the journalist examined the document, the situation changed.","One can state that after the journalist examined the document, the situation changed.",253,1823
test,test_38,reported_statement,negation,The report said that the journalist examined the document.,The report said that the journalist failed to examine the document.,254,1824
test,test_38,reported_statement,question,The report said that the journalist examined the document.,Was it true that the report said the journalist examined the document?,254,1825
test,test_38,reported_statement,future,The report said that the journalist examined the document.,The report said that the journalist is likely to examine the document.,254,1826
test,test_38,reported_statement,uncertainty,The report said that the journalist examined the document.,The report said it is possible that the journalist examined the document.,254,1827
test,test_38,reported_statement,passive,The report said that the journalist examined the document.,The report said that the document got examined by the journalist.,254,1828
test,test_38,reported_statement,formalization,The report said that the journalist examined the document.,It can be formally said that the report said the journalist examined the document.,254,1829
test,test_38,conditional,negation,"If the journalist examined the document, the result mattered.","If the journalist failed to examine the document, the result mattered.",255,1830
test,test_38,conditional,question,"If the journalist examined the document, the result mattered.",Can we confirm that the result mattered if the journalist examined the document?,255,1831
test,test_38,conditional,future,"If the journalist examined the document, the result mattered.","If the journalist is likely to examine the document, the result will matter.",255,1832
test,test_38,conditional,uncertainty,"If the journalist examined the document, the result mattered.","If there is a chance that the journalist examined the document, the result mattered.",255,1833
test,test_38,conditional,passive,"If the journalist examined the document, the result mattered.","If the document was eventually examined by the journalist, the result mattered.",255,1834
test,test_38,conditional,formalization,"If the journalist examined the document, the result mattered.","The statement that if the journalist examined the document, the result mattered is true.",255,1835
test,test_39,relative_clause,negation,The person who wrote the family was the designer.,The person who could not write the family was the designer.,256,1836
test,test_39,relative_clause,question,The person who wrote the family was the designer.,Is there evidence that the person who wrote the family was the designer?,256,1837
test,test_39,relative_clause,future,The person who wrote the family was the designer.,The person who is likely to write the family is the designer.,256,1838
test,test_39,relative_clause,uncertainty,The person who wrote the family was the designer.,There is a chance that the person who wrote the family was the designer.,256,1839
test,test_39,relative_clause,passive,The person who wrote the family was the designer.,The person by whom the family got wrote was the designer.,256,1840
test,test_39,relative_clause,formalization,The person who wrote the family was the designer.,The statement that the person who wrote the family was the designer is true.,256,1841
test,test_39,temporal_clause,negation,"After the designer wrote the family, the situation changed.","After the designer was unable to write the family, the situation changed.",257,1842
test,test_39,temporal_clause,question,"After the designer wrote the family, the situation changed.",Was it true that the situation changed after the designer wrote the family?,257,1843
test,test_39,temporal_clause,future,"After the designer wrote the family, the situation changed.","After the designer plans to write the family, the situation will change.",257,1844
test,test_39,temporal_clause,uncertainty,"After the designer wrote the family, the situation changed.","It is possible that after the designer wrote the family, the situation changed.",257,1845
test,test_39,temporal_clause,passive,"After the designer wrote the family, the situation changed.","After the family got wrote by the designer, the situation changed.",257,1846
test,test_39,temporal_clause,formalization,"After the designer wrote the family, the situation changed.","It can be formally said that after the designer wrote the family, the situation changed.",257,1847
test,test_39,reported_statement,negation,The report said that the designer wrote the family.,The report said that the designer failed to write the family.,258,1848
test,test_39,reported_statement,question,The report said that the designer wrote the family.,Was it true that the report said the designer wrote the family?,258,1849
test,test_39,reported_statement,future,The report said that the designer wrote the family.,The report said that the designer is likely to write the family.,258,1850
test,test_39,reported_statement,uncertainty,The report said that the designer wrote the family.,The report said there is a chance that the designer wrote the family.,258,1851
test,test_39,reported_statement,passive,The report said that the designer wrote the family.,The report said that the family was successfully wrote by the designer.,258,1852
test,test_39,reported_statement,formalization,The report said that the designer wrote the family.,One can state that the report said the designer wrote the family.,258,1853
test,test_39,conditional,negation,"If the designer wrote the family, the result mattered.","If the designer failed to write the family, the result mattered.",259,1854
test,test_39,conditional,question,"If the designer wrote the family, the result mattered.",Is there evidence that the result mattered if the designer wrote the family?,259,1855
test,test_39,conditional,future,"If the designer wrote the family, the result mattered.","If the designer plans to write the family, the result will matter.",259,1856
test,test_39,conditional,uncertainty,"If the designer wrote the family, the result mattered.","If there is a chance that the designer wrote the family, the result mattered.",259,1857
test,test_39,conditional,passive,"If the designer wrote the family, the result mattered.","If the family got wrote by the designer, the result mattered.",259,1858
test,test_39,conditional,formalization,"If the designer wrote the family, the result mattered.","One can state that if the designer wrote the family, the result mattered.",259,1859
test,test_40,relative_clause,negation,The person who built the signal was the analyst.,The person who could not build the signal was the analyst.,260,1860
test,test_40,relative_clause,question,The person who built the signal was the analyst.,Was it true that the person who built the signal was the analyst?,260,1861
test,test_40,relative_clause,future,The person who built the signal was the analyst.,The person who is likely to build the signal is the analyst.,260,1862
test,test_40,relative_clause,uncertainty,The person who built the signal was the analyst.,It is possible that the person who built the signal was the analyst.,260,1863
test,test_40,relative_clause,passive,The person who built the signal was the analyst.,The person by whom the signal was eventually built was the analyst.,260,1864
test,test_40,relative_clause,formalization,The person who built the signal was the analyst.,One can state that the person who built the signal was the analyst.,260,1865
test,test_40,temporal_clause,negation,"After the analyst built the signal, the situation changed.","After the analyst could not build the signal, the situation changed.",261,1866
test,test_40,temporal_clause,question,"After the analyst built the signal, the situation changed.",Can we confirm that the situation changed after the analyst built the signal?,261,1867
test,test_40,temporal_clause,future,"After the analyst built the signal, the situation changed.","After the analyst is expected to build the signal, the situation will change.",261,1868
test,test_40,temporal_clause,uncertainty,"After the analyst built the signal, the situation changed.","After the analyst probably built the signal, the situation changed.",261,1869
test,test_40,temporal_clause,passive,"After the analyst built the signal, the situation changed.","After the signal was eventually built by the analyst, the situation changed.",261,1870
test,test_40,temporal_clause,formalization,"After the analyst built the signal, the situation changed.","One can state that after the analyst built the signal, the situation changed.",261,1871
test,test_40,reported_statement,negation,The report said that the analyst built the signal.,The report said that the analyst was unable to build the signal.,262,1872
test,test_40,reported_statement,question,The report said that the analyst built the signal.,Can we confirm that the report said the analyst built the signal?,262,1873
test,test_40,reported_statement,future,The report said that the analyst built the signal.,The report said that the analyst is likely to build the signal.,262,1874
test,test_40,reported_statement,uncertainty,The report said that the analyst built the signal.,The report said there is a chance that the analyst built the signal.,262,1875
test,test_40,reported_statement,passive,The report said that the analyst built the signal.,The report said that the signal was eventually built by the analyst.,262,1876
test,test_40,reported_statement,formalization,The report said that the analyst built the signal.,One can state that the report said the analyst built the signal.,262,1877
test,test_40,conditional,negation,"If the analyst built the signal, the result mattered.","If the analyst failed to build the signal, the result mattered.",263,1878
test,test_40,conditional,question,"If the analyst built the signal, the result mattered.",Was it true that the result mattered if the analyst built the signal?,263,1879
test,test_40,conditional,future,"If the analyst built the signal, the result mattered.","If the analyst is likely to build the signal, the result will matter.",263,1880
test,test_40,conditional,uncertainty,"If the analyst built the signal, the result mattered.","If it is possible that the analyst built the signal, the result mattered.",263,1881
test,test_40,conditional,passive,"If the analyst built the signal, the result mattered.","If the signal was successfully built by the analyst, the result mattered.",263,1882
test,test_40,conditional,formalization,"If the analyst built the signal, the result mattered.","One can state that if the analyst built the signal, the result mattered.",263,1883
test,test_41,relative_clause,negation,The person who explained the garden was the analyst.,The person who could not explain the garden was the analyst.,264,1884
test,test_41,relative_clause,question,The person who explained the garden was the analyst.,Was it true that the person who explained the garden was the analyst?,264,1885
test,test_41,relative_clause,future,The person who explained the garden was the analyst.,The person who is likely to explain the garden is the analyst.,264,1886
test,test_41,relative_clause,uncertainty,The person who explained the garden was the analyst.,The person who probably explained the garden was the analyst.,264,1887
test,test_41,relative_clause,passive,The person who explained the garden was the analyst.,The person by whom the garden was eventually explained was the analyst.,264,1888
test,test_41,relative_clause,formalization,The person who explained the garden was the analyst.,It can be formally said that the person who explained the garden was the analyst.,264,1889
test,test_41,temporal_clause,negation,"After the analyst explained the garden, the situation changed.","After the analyst failed to explain the garden, the situation changed.",265,1890
test,test_41,temporal_clause,question,"After the analyst explained the garden, the situation changed.",Is there evidence that the situation changed after the analyst explained the garden?,265,1891
test,test_41,temporal_clause,future,"After the analyst explained the garden, the situation changed.","After the analyst plans to explain the garden, the situation will change.",265,1892
test,test_41,temporal_clause,uncertainty,"After the analyst explained the garden, the situation changed.","It is possible that after the analyst explained the garden, the situation changed.",265,1893
test,test_41,temporal_clause,passive,"After the analyst explained the garden, the situation changed.","After the garden got explained by the analyst, the situation changed.",265,1894
test,test_41,temporal_clause,formalization,"After the analyst explained the garden, the situation changed.","It can be formally said that after the analyst explained the garden, the situation changed.",265,1895
test,test_41,reported_statement,negation,The report said that the analyst explained the garden.,The report said that the analyst failed to explain the garden.,266,1896
test,test_41,reported_statement,question,The report said that the analyst explained the garden.,Is there evidence that the report said the analyst explained the garden?,266,1897
test,test_41,reported_statement,future,The report said that the analyst explained the garden.,The report said that the analyst is expected to explain the garden.,266,1898
test,test_41,reported_statement,uncertainty,The report said that the analyst explained the garden.,The report said it is possible that the analyst explained the garden.,266,1899
test,test_41,reported_statement,passive,The report said that the analyst explained the garden.,The report said that the garden got explained by the analyst.,266,1900
test,test_41,reported_statement,formalization,The report said that the analyst explained the garden.,The statement that the report said the analyst explained the garden is true.,266,1901
test,test_41,conditional,negation,"If the analyst explained the garden, the result mattered.","If the analyst was unable to explain the garden, the result mattered.",267,1902
test,test_41,conditional,question,"If the analyst explained the garden, the result mattered.",Is there evidence that the result mattered if the analyst explained the garden?,267,1903
test,test_41,conditional,future,"If the analyst explained the garden, the result mattered.","If the analyst is expected to explain the garden, the result will matter.",267,1904
test,test_41,conditional,uncertainty,"If the analyst explained the garden, the result mattered.","If there is a chance that the analyst explained the garden, the result mattered.",267,1905
test,test_41,conditional,passive,"If the analyst explained the garden, the result mattered.","If the garden was eventually explained by the analyst, the result mattered.",267,1906
test,test_41,conditional,formalization,"If the analyst explained the garden, the result mattered.","It can be formally said that if the analyst explained the garden, the result mattered.",267,1907
test,test_42,relative_clause,negation,The person who measured the event was the analyst.,The person who was unable to measure the event was the analyst.,268,1908
test,test_42,relative_clause,question,The person who measured the event was the analyst.,Is there evidence that the person who measured the event was the analyst?,268,1909
test,test_42,relative_clause,future,The person who measured the event was the analyst.,The person who plans to measure the event is the analyst.,268,1910
test,test_42,relative_clause,uncertainty,The person who measured the event was the analyst.,It is possible that the person who measured the event was the analyst.,268,1911
test,test_42,relative_clause,passive,The person who measured the event was the analyst.,The person by whom the event was successfully measured was the analyst.,268,1912
test,test_42,relative_clause,formalization,The person who measured the event was the analyst.,The statement that the person who measured the event was the analyst is true.,268,1913
test,test_42,temporal_clause,negation,"After the analyst measured the event, the situation changed.","After the analyst could not measure the event, the situation changed.",269,1914
test,test_42,temporal_clause,question,"After the analyst measured the event, the situation changed.",Can we confirm that the situation changed after the analyst measured the event?,269,1915
test,test_42,temporal_clause,future,"After the analyst measured the event, the situation changed.","After the analyst plans to measure the event, the situation will change.",269,1916
test,test_42,temporal_clause,uncertainty,"After the analyst measured the event, the situation changed.","After the analyst probably measured the event, the situation changed.",269,1917
test,test_42,temporal_clause,passive,"After the analyst measured the event, the situation changed.","After the event was successfully measured by the analyst, the situation changed.",269,1918
test,test_42,temporal_clause,formalization,"After the analyst measured the event, the situation changed.","It can be formally said that after the analyst measured the event, the situation changed.",269,1919
test,test_42,reported_statement,negation,The report said that the analyst measured the event.,The report said that the analyst failed to measure the event.,270,1920
test,test_42,reported_statement,question,The report said that the analyst measured the event.,Was it true that the report said the analyst measured the event?,270,1921
