template_id,subject,action_base,object,context,op_a,op_b,pair,source,ab_text,ba_text
78,auditor,review,the proposal,in the morning,Q,T,QT_vs_TQ,The auditor reviewed the proposal in the morning.,Will it be true that the auditor plans to review the proposal in the morning?,Will the auditor review the proposal in the morning?
78,auditor,review,the proposal,in the morning,M,T,MT_vs_TM,The auditor reviewed the proposal in the morning.,The auditor allegedly plans to review the proposal in the morning.,The auditor will allegedly review the proposal in the morning.
79,manager,update,the schedule,at the office,N,Q,NQ_vs_QN,The manager updated the schedule at the office.,Did the manager fail to update the schedule at the office?,Is it false that the manager updated the schedule at the office?
79,manager,update,the schedule,at the office,N,M,NM_vs_MN,The manager updated the schedule at the office.,The manager did not allegedly update the schedule at the office.,The manager allegedly did not update the schedule at the office.
79,manager,update,the schedule,at the office,N,T,NT_vs_TN,The manager updated the schedule at the office.,The manager will fail to update the schedule at the office.,The manager will not update the schedule at the office.
79,manager,update,the schedule,at the office,Q,M,QM_vs_MQ,The manager updated the schedule at the office.,Is it allegedly true that the manager updated the schedule at the office?,Did the manager allegedly update the schedule at the office?
79,manager,update,the schedule,at the office,Q,T,QT_vs_TQ,The manager updated the schedule at the office.,Will it be true that the manager plans to update the schedule at the office?,Will the manager update the schedule at the office?
79,manager,update,the schedule,at the office,M,T,MT_vs_TM,The manager updated the schedule at the office.,The manager allegedly plans to update the schedule at the office.,The manager will allegedly update the schedule at the office.
80,analyst,review,the proposal,before the deadline,N,Q,NQ_vs_QN,The analyst reviewed the proposal before the deadline.,Did the analyst fail to review the proposal before the deadline?,Is it false that the analyst reviewed the proposal before the deadline?
80,analyst,review,the proposal,before the deadline,N,M,NM_vs_MN,The analyst reviewed the proposal before the deadline.,The analyst did not allegedly review the proposal before the deadline.,The analyst allegedly refused to review the proposal before the deadline.
80,analyst,review,the proposal,before the deadline,N,T,NT_vs_TN,The analyst reviewed the proposal before the deadline.,The analyst will fail to review the proposal before the deadline.,The analyst will not review the proposal before the deadline.
80,analyst,review,the proposal,before the deadline,Q,M,QM_vs_MQ,The analyst reviewed the proposal before the deadline.,Is it allegedly true that the analyst reviewed the proposal before the deadline?,Did the analyst allegedly review the proposal before the deadline?
80,analyst,review,the proposal,before the deadline,Q,T,QT_vs_TQ,The analyst reviewed the proposal before the deadline.,Will it be true that the analyst will review the proposal before the deadline?,Will the analyst review the proposal before the deadline?
80,analyst,review,the proposal,before the deadline,M,T,MT_vs_TM,The analyst reviewed the proposal before the deadline.,The analyst allegedly will review the proposal before the deadline.,The analyst will allegedly review the proposal before the deadline.
81,manager,confirm,the answer,for the committee,N,Q,NQ_vs_QN,The manager confirmed the answer for the committee.,Did the manager fail to confirm the answer for the committee?,Is it false that the manager confirmed the answer for the committee?
81,manager,confirm,the answer,for the committee,N,M,NM_vs_MN,The manager confirmed the answer for the committee.,The manager did not reportedly confirm the answer for the committee.,The manager reportedly failed to confirm the answer for the committee.
81,manager,confirm,the answer,for the committee,N,T,NT_vs_TN,The manager confirmed the answer for the committee.,The manager will fail to confirm the answer for the committee.,The manager will not confirm the answer for the committee.
81,manager,confirm,the answer,for the committee,Q,M,QM_vs_MQ,The manager confirmed the answer for the committee.,Is it reportedly true that the manager confirmed the answer for the committee?,Did the manager reportedly confirm the answer for the committee?
81,manager,confirm,the answer,for the committee,Q,T,QT_vs_TQ,The manager confirmed the answer for the committee.,Will it be true that the manager will confirm the answer for the committee?,Will the manager confirm the answer for the committee?
81,manager,confirm,the answer,for the committee,M,T,MT_vs_TM,The manager confirmed the answer for the committee.,The manager reportedly will confirm the answer for the committee.,The manager will reportedly confirm the answer for the committee.
82,engineer,accept,the explanation,under the policy,N,Q,NQ_vs_QN,The engineer accepted the explanation under the policy.,Did the engineer fail to accept the explanation under the policy?,Is it false that the engineer accepted the explanation under the policy?
82,engineer,accept,the explanation,under the policy,N,M,NM_vs_MN,The engineer accepted the explanation under the policy.,The engineer did not allegedly accept the explanation under the policy.,The engineer allegedly failed to accept the explanation under the policy.
82,engineer,accept,the explanation,under the policy,N,T,NT_vs_TN,The engineer accepted the explanation under the policy.,The engineer will fail to accept the explanation under the policy.,The engineer will not accept the explanation under the policy.
82,engineer,accept,the explanation,under the policy,Q,M,QM_vs_MQ,The engineer accepted the explanation under the policy.,Is it allegedly true that the engineer accepted the explanation under the policy?,Did the engineer allegedly accept the explanation under the policy?
82,engineer,accept,the explanation,under the policy,Q,T,QT_vs_TQ,The engineer accepted the explanation under the policy.,Will it be true that the engineer is going to accept the explanation under the policy?,Will the engineer accept the explanation under the policy?
82,engineer,accept,the explanation,under the policy,M,T,MT_vs_TM,The engineer accepted the explanation under the policy.,The engineer allegedly is going to accept the explanation under the policy.,The engineer will allegedly accept the explanation under the policy.
83,editor,confirm,the answer,with the team,N,Q,NQ_vs_QN,The editor confirmed the answer with the team.,Did the editor fail to confirm the answer with the team?,Is it false that the editor confirmed the answer with the team?
83,editor,confirm,the answer,with the team,N,M,NM_vs_MN,The editor confirmed the answer with the team.,The editor did not apparently confirm the answer with the team.,The editor apparently refused to confirm the answer with the team.
83,editor,confirm,the answer,with the team,N,T,NT_vs_TN,The editor confirmed the answer with the team.,The editor will fail to confirm the answer with the team.,The editor will not confirm the answer with the team.
83,editor,confirm,the answer,with the team,Q,M,QM_vs_MQ,The editor confirmed the answer with the team.,Is it apparently true that the editor confirmed the answer with the team?,Did the editor apparently confirm the answer with the team?
83,editor,confirm,the answer,with the team,Q,T,QT_vs_TQ,The editor confirmed the answer with the team.,Will it be true that the editor is going to confirm the answer with the team?,Will the editor confirm the answer with the team?
83,editor,confirm,the answer,with the team,M,T,MT_vs_TM,The editor confirmed the answer with the team.,The editor apparently is going to confirm the answer with the team.,The editor will apparently confirm the answer with the team.
84,designer,verify,the report,under the policy,N,Q,NQ_vs_QN,The designer verified the report under the policy.,Did the designer fail to verify the report under the policy?,Is it false that the designer verified the report under the policy?
84,designer,verify,the report,under the policy,N,M,NM_vs_MN,The designer verified the report under the policy.,The designer did not allegedly verify the report under the policy.,The designer allegedly did not verify the report under the policy.
84,designer,verify,the report,under the policy,N,T,NT_vs_TN,The designer verified the report under the policy.,The designer will fail to verify the report under the policy.,The designer will not verify the report under the policy.
84,designer,verify,the report,under the policy,Q,M,QM_vs_MQ,The designer verified the report under the policy.,Is it allegedly true that the designer verified the report under the policy?,Did the designer allegedly verify the report under the policy?
84,designer,verify,the report,under the policy,Q,T,QT_vs_TQ,The designer verified the report under the policy.,Will it be true that the designer will verify the report under the policy?,Will the designer verify the report under the policy?
84,designer,verify,the report,under the policy,M,T,MT_vs_TM,The designer verified the report under the policy.,The designer allegedly will verify the report under the policy.,The designer will allegedly verify the report under the policy.
85,analyst,accept,the explanation,for the committee,N,Q,NQ_vs_QN,The analyst accepted the explanation for the committee.,Did the analyst fail to accept the explanation for the committee?,Is it false that the analyst accepted the explanation for the committee?
85,analyst,accept,the explanation,for the committee,N,M,NM_vs_MN,The analyst accepted the explanation for the committee.,The analyst did not apparently accept the explanation for the committee.,The analyst apparently did not accept the explanation for the committee.
85,analyst,accept,the explanation,for the committee,N,T,NT_vs_TN,The analyst accepted the explanation for the committee.,The analyst will fail to accept the explanation for the committee.,The analyst will not accept the explanation for the committee.
85,analyst,accept,the explanation,for the committee,Q,M,QM_vs_MQ,The analyst accepted the explanation for the committee.,Is it apparently true that the analyst accepted the explanation for the committee?,Did the analyst apparently accept the explanation for the committee?
85,analyst,accept,the explanation,for the committee,Q,T,QT_vs_TQ,The analyst accepted the explanation for the committee.,Will it be true that the analyst plans to accept the explanation for the committee?,Will the analyst accept the explanation for the committee?
85,analyst,accept,the explanation,for the committee,M,T,MT_vs_TM,The analyst accepted the explanation for the committee.,The analyst apparently plans to accept the explanation for the committee.,The analyst will apparently accept the explanation for the committee.
86,consultant,verify,the report,during the meeting,N,Q,NQ_vs_QN,The consultant verified the report during the meeting.,Did the consultant fail to verify the report during the meeting?,Is it false that the consultant verified the report during the meeting?
86,consultant,verify,the report,during the meeting,N,M,NM_vs_MN,The consultant verified the report during the meeting.,The consultant did not allegedly verify the report during the meeting.,The consultant allegedly did not verify the report during the meeting.
86,consultant,verify,the report,during the meeting,N,T,NT_vs_TN,The consultant verified the report during the meeting.,The consultant will fail to verify the report during the meeting.,The consultant will not verify the report during the meeting.
86,consultant,verify,the report,during the meeting,Q,M,QM_vs_MQ,The consultant verified the report during the meeting.,Is it allegedly true that the consultant verified the report during the meeting?,Did the consultant allegedly verify the report during the meeting?
86,consultant,verify,the report,during the meeting,Q,T,QT_vs_TQ,The consultant verified the report during the meeting.,Will it be true that the consultant is going to verify the report during the meeting?,Will the consultant verify the report during the meeting?
86,consultant,verify,the report,during the meeting,M,T,MT_vs_TM,The consultant verified the report during the meeting.,The consultant allegedly is going to verify the report during the meeting.,The consultant will allegedly verify the report during the meeting.
87,architect,accept,the explanation,for the committee,N,Q,NQ_vs_QN,The architect accepted the explanation for the committee.,Did the architect fail to accept the explanation for the committee?,Is it false that the architect accepted the explanation for the committee?
87,architect,accept,the explanation,for the committee,N,M,NM_vs_MN,The architect accepted the explanation for the committee.,The architect did not apparently accept the explanation for the committee.,The architect apparently failed to accept the explanation for the committee.
87,architect,accept,the explanation,for the committee,N,T,NT_vs_TN,The architect accepted the explanation for the committee.,The architect will fail to accept the explanation for the committee.,The architect will not accept the explanation for the committee.
87,architect,accept,the explanation,for the committee,Q,M,QM_vs_MQ,The architect accepted the explanation for the committee.,Is it apparently true that the architect accepted the explanation for the committee?,Did the architect apparently accept the explanation for the committee?
87,architect,accept,the explanation,for the committee,Q,T,QT_vs_TQ,The architect accepted the explanation for the committee.,Will it be true that the architect will accept the explanation for the committee?,Will the architect accept the explanation for the committee?
87,architect,accept,the explanation,for the committee,M,T,MT_vs_TM,The architect accepted the explanation for the committee.,The architect apparently will accept the explanation for the committee.,The architect will apparently accept the explanation for the committee.
88,planner,support,the theory,under the policy,N,Q,NQ_vs_QN,The planner supported the theory under the policy.,Did the planner fail to support the theory under the policy?,Is it false that the planner supported the theory under the policy?
88,planner,support,the theory,under the policy,N,M,NM_vs_MN,The planner supported the theory under the policy.,The planner did not allegedly support the theory under the policy.,The planner allegedly failed to support the theory under the policy.
88,planner,support,the theory,under the policy,N,T,NT_vs_TN,The planner supported the theory under the policy.,The planner will fail to support the theory under the policy.,The planner will not support the theory under the policy.
88,planner,support,the theory,under the policy,Q,M,QM_vs_MQ,The planner supported the theory under the policy.,Is it allegedly true that the planner supported the theory under the policy?,Did the planner allegedly support the theory under the policy?
88,planner,support,the theory,under the policy,Q,T,QT_vs_TQ,The planner supported the theory under the policy.,Will it be true that the planner plans to support the theory under the policy?,Will the planner support the theory under the policy?
88,planner,support,the theory,under the policy,M,T,MT_vs_TM,The planner supported the theory under the policy.,The planner allegedly plans to support the theory under the policy.,The planner will allegedly support the theory under the policy.
89,researcher,review,the proposal,at the office,N,Q,NQ_vs_QN,The researcher reviewed the proposal at the office.,Did the researcher fail to review the proposal at the office?,Is it false that the researcher reviewed the proposal at the office?
89,researcher,review,the proposal,at the office,N,M,NM_vs_MN,The researcher reviewed the proposal at the office.,The researcher did not reportedly review the proposal at the office.,The researcher reportedly did not review the proposal at the office.
89,researcher,review,the proposal,at the office,N,T,NT_vs_TN,The researcher reviewed the proposal at the office.,The researcher will fail to review the proposal at the office.,The researcher will not review the proposal at the office.
89,researcher,review,the proposal,at the office,Q,M,QM_vs_MQ,The researcher reviewed the proposal at the office.,Is it reportedly true that the researcher reviewed the proposal at the office?,Did the researcher reportedly review the proposal at the office?
89,researcher,review,the proposal,at the office,Q,T,QT_vs_TQ,The researcher reviewed the proposal at the office.,Will it be true that the researcher is going to review the proposal at the office?,Will the researcher review the proposal at the office?
89,researcher,review,the proposal,at the office,M,T,MT_vs_TM,The researcher reviewed the proposal at the office.,The researcher reportedly is going to review the proposal at the office.,The researcher will reportedly review the proposal at the office.
90,planner,confirm,the answer,at the office,N,Q,NQ_vs_QN,The planner confirmed the answer at the office.,Did the planner fail to confirm the answer at the office?,Is it false that the planner confirmed the answer at the office?
90,planner,confirm,the answer,at the office,N,M,NM_vs_MN,The planner confirmed the answer at the office.,The planner did not apparently confirm the answer at the office.,The planner apparently failed to confirm the answer at the office.
90,planner,confirm,the answer,at the office,N,T,NT_vs_TN,The planner confirmed the answer at the office.,The planner will fail to confirm the answer at the office.,The planner will not confirm the answer at the office.
90,planner,confirm,the answer,at the office,Q,M,QM_vs_MQ,The planner confirmed the answer at the office.,Is it apparently true that the planner confirmed the answer at the office?,Did the planner apparently confirm the answer at the office?
90,planner,confirm,the answer,at the office,Q,T,QT_vs_TQ,The planner confirmed the answer at the office.,Will it be true that the planner plans to confirm the answer at the office?,Will the planner confirm the answer at the office?
90,planner,confirm,the answer,at the office,M,T,MT_vs_TM,The planner confirmed the answer at the office.,The planner apparently plans to confirm the answer at the office.,The planner will apparently confirm the answer at the office.
91,planner,complete,the repair,with the team,N,Q,NQ_vs_QN,The planner completed the repair with the team.,Did the planner fail to complete the repair with the team?,Is it false that the planner completed the repair with the team?
91,planner,complete,the repair,with the team,N,M,NM_vs_MN,The planner completed the repair with the team.,The planner did not apparently complete the repair with the team.,The planner apparently did not complete the repair with the team.
91,planner,complete,the repair,with the team,N,T,NT_vs_TN,The planner completed the repair with the team.,The planner will fail to complete the repair with the team.,The planner will not complete the repair with the team.
91,planner,complete,the repair,with the team,Q,M,QM_vs_MQ,The planner completed the repair with the team.,Is it apparently true that the planner completed the repair with the team?,Did the planner apparently complete the repair with the team?
91,planner,complete,the repair,with the team,Q,T,QT_vs_TQ,The planner completed the repair with the team.,Will it be true that the planner is going to complete the repair with the team?,Will the planner complete the repair with the team?
91,planner,complete,the repair,with the team,M,T,MT_vs_TM,The planner completed the repair with the team.,The planner apparently is going to complete the repair with the team.,The planner will apparently complete the repair with the team.
92,designer,submit,the request,at the office,N,Q,NQ_vs_QN,The designer submitted the request at the office.,Did the designer fail to submit the request at the office?,Is it false that the designer submitted the request at the office?
92,designer,submit,the request,at the office,N,M,NM_vs_MN,The designer submitted the request at the office.,The designer did not reportedly submit the request at the office.,The designer reportedly failed to submit the request at the office.
92,designer,submit,the request,at the office,N,T,NT_vs_TN,The designer submitted the request at the office.,The designer will fail to submit the request at the office.,The designer will not submit the request at the office.
92,designer,submit,the request,at the office,Q,M,QM_vs_MQ,The designer submitted the request at the office.,Is it reportedly true that the designer submitted the request at the office?,Did the designer reportedly submit the request at the office?
92,designer,submit,the request,at the office,Q,T,QT_vs_TQ,The designer submitted the request at the office.,Will it be true that the designer will submit the request at the office?,Will the designer submit the request at the office?
92,designer,submit,the request,at the office,M,T,MT_vs_TM,The designer submitted the request at the office.,The designer reportedly will submit the request at the office.,The designer will reportedly submit the request at the office.
93,coordinator,review,the proposal,under the policy,N,Q,NQ_vs_QN,The coordinator reviewed the proposal under the policy.,Did the coordinator fail to review the proposal under the policy?,Is it false that the coordinator reviewed the proposal under the policy?
93,coordinator,review,the proposal,under the policy,N,M,NM_vs_MN,The coordinator reviewed the proposal under the policy.,The coordinator did not apparently review the proposal under the policy.,The coordinator apparently did not review the proposal under the policy.
93,coordinator,review,the proposal,under the policy,N,T,NT_vs_TN,The coordinator reviewed the proposal under the policy.,The coordinator will fail to review the proposal under the policy.,The coordinator will not review the proposal under the policy.
93,coordinator,review,the proposal,under the policy,Q,M,QM_vs_MQ,The coordinator reviewed the proposal under the policy.,Is it apparently true that the coordinator reviewed the proposal under the policy?,Did the coordinator apparently review the proposal under the policy?
93,coordinator,review,the proposal,under the policy,Q,T,QT_vs_TQ,The coordinator reviewed the proposal under the policy.,Will it be true that the coordinator is going to review the proposal under the policy?,Will the coordinator review the proposal under the policy?
93,coordinator,review,the proposal,under the policy,M,T,MT_vs_TM,The coordinator reviewed the proposal under the policy.,The coordinator apparently is going to review the proposal under the policy.,The coordinator will apparently review the proposal under the policy.
94,architect,submit,the request,in the morning,N,Q,NQ_vs_QN,The architect submitted the request in the morning.,Did the architect fail to submit the request in the morning?,Is it false that the architect submitted the request in the morning?
94,architect,submit,the request,in the morning,N,M,NM_vs_MN,The architect submitted the request in the morning.,The architect did not apparently submit the request in the morning.,The architect apparently refused to submit the request in the morning.
94,architect,submit,the request,in the morning,N,T,NT_vs_TN,The architect submitted the request in the morning.,The architect will fail to submit the request in the morning.,The architect will not submit the request in the morning.
94,architect,submit,the request,in the morning,Q,M,QM_vs_MQ,The architect submitted the request in the morning.,Is it apparently true that the architect submitted the request in the morning?,Did the architect apparently submit the request in the morning?
94,architect,submit,the request,in the morning,Q,T,QT_vs_TQ,The architect submitted the request in the morning.,Will it be true that the architect is going to submit the request in the morning?,Will the architect submit the request in the morning?
94,architect,submit,the request,in the morning,M,T,MT_vs_TM,The architect submitted the request in the morning.,The architect apparently is going to submit the request in the morning.,The architect will apparently submit the request in the morning.
95,researcher,confirm,the answer,during the meeting,N,Q,NQ_vs_QN,The researcher confirmed the answer during the meeting.,Did the researcher fail to confirm the answer during the meeting?,Is it false that the researcher confirmed the answer during the meeting?
95,researcher,confirm,the answer,during the meeting,N,M,NM_vs_MN,The researcher confirmed the answer during the meeting.,The researcher did not apparently confirm the answer during the meeting.,The researcher apparently did not confirm the answer during the meeting.
95,researcher,confirm,the answer,during the meeting,N,T,NT_vs_TN,The researcher confirmed the answer during the meeting.,The researcher will fail to confirm the answer during the meeting.,The researcher will not confirm the answer during the meeting.
95,researcher,confirm,the answer,during the meeting,Q,M,QM_vs_MQ,The researcher confirmed the answer during the meeting.,Is it apparently true that the researcher confirmed the answer during the meeting?,Did the researcher apparently confirm the answer during the meeting?
95,researcher,confirm,the answer,during the meeting,Q,T,QT_vs_TQ,The researcher confirmed the answer during the meeting.,Will it be true that the researcher is going to confirm the answer during the meeting?,Will the researcher confirm the answer during the meeting?
95,researcher,confirm,the answer,during the meeting,M,T,MT_vs_TM,The researcher confirmed the answer during the meeting.,The researcher apparently is going to confirm the answer during the meeting.,The researcher will apparently confirm the answer during the meeting.
96,analyst,submit,the request,during the meeting,N,Q,NQ_vs_QN,The analyst submitted the request during the meeting.,Did the analyst fail to submit the request during the meeting?,Is it false that the analyst submitted the request during the meeting?
96,analyst,submit,the request,during the meeting,N,M,NM_vs_MN,The analyst submitted the request during the meeting.,The analyst did not reportedly submit the request during the meeting.,The analyst reportedly failed to submit the request during the meeting.
96,analyst,submit,the request,during the meeting,N,T,NT_vs_TN,The analyst submitted the request during the meeting.,The analyst will fail to submit the request during the meeting.,The analyst will not submit the request during the meeting.
96,analyst,submit,the request,during the meeting,Q,M,QM_vs_MQ,The analyst submitted the request during the meeting.,Is it reportedly true that the analyst submitted the request during the meeting?,Did the analyst reportedly submit the request during the meeting?
96,analyst,submit,the request,during the meeting,Q,T,QT_vs_TQ,The analyst submitted the request during the meeting.,Will it be true that the analyst plans to submit the request during the meeting?,Will the analyst submit the request during the meeting?
96,analyst,submit,the request,during the meeting,M,T,MT_vs_TM,The analyst submitted the request during the meeting.,The analyst reportedly plans to submit the request during the meeting.,The analyst will reportedly submit the request during the meeting.
97,designer,approve,the treatment,after the review,N,Q,NQ_vs_QN,The designer approved the treatment after the review.,Did the designer fail to approve the treatment after the review?,Is it false that the designer approved the treatment after the review?
97,designer,approve,the treatment,after the review,N,M,NM_vs_MN,The designer approved the treatment after the review.,The designer did not apparently approve the treatment after the review.,The designer apparently failed to approve the treatment after the review.
97,designer,approve,the treatment,after the review,N,T,NT_vs_TN,The designer approved the treatment after the review.,The designer will fail to approve the treatment after the review.,The designer will not approve the treatment after the review.
97,designer,approve,the treatment,after the review,Q,M,QM_vs_MQ,The designer approved the treatment after the review.,Is it apparently true that the designer approved the treatment after the review?,Did the designer apparently approve the treatment after the review?
97,designer,approve,the treatment,after the review,Q,T,QT_vs_TQ,The designer approved the treatment after the review.,Will it be true that the designer plans to approve the treatment after the review?,Will the designer approve the treatment after the review?
97,designer,approve,the treatment,after the review,M,T,MT_vs_TM,The designer approved the treatment after the review.,The designer apparently plans to approve the treatment after the review.,The designer will apparently approve the treatment after the review.
98,auditor,confirm,the answer,with the team,N,Q,NQ_vs_QN,The auditor confirmed the answer with the team.,Did the auditor fail to confirm the answer with the team?,Is it false that the auditor confirmed the answer with the team?
98,auditor,confirm,the answer,with the team,N,M,NM_vs_MN,The auditor confirmed the answer with the team.,The auditor did not reportedly confirm the answer with the team.,The auditor reportedly refused to confirm the answer with the team.
98,auditor,confirm,the answer,with the team,N,T,NT_vs_TN,The auditor confirmed the answer with the team.,The auditor will fail to confirm the answer with the team.,The auditor will not confirm the answer with the team.
98,auditor,confirm,the answer,with the team,Q,M,QM_vs_MQ,The auditor confirmed the answer with the team.,Is it reportedly true that the auditor confirmed the answer with the team?,Did the auditor reportedly confirm the answer with the team?
98,auditor,confirm,the answer,with the team,Q,T,QT_vs_TQ,The auditor confirmed the answer with the team.,Will it be true that the auditor will confirm the answer with the team?,Will the auditor confirm the answer with the team?
98,auditor,confirm,the answer,with the team,M,T,MT_vs_TM,The auditor confirmed the answer with the team.,The auditor reportedly will confirm the answer with the team.,The auditor will reportedly confirm the answer with the team.
99,doctor,fix,the bug,at the office,N,Q,NQ_vs_QN,The doctor fixed the bug at the office.,Did the doctor fail to fix the bug at the office?,Is it false that the doctor fixed the bug at the office?
99,doctor,fix,the bug,at the office,N,M,NM_vs_MN,The doctor fixed the bug at the office.,The doctor did not reportedly fix the bug at the office.,The doctor reportedly failed to fix the bug at the office.
99,doctor,fix,the bug,at the office,N,T,NT_vs_TN,The doctor fixed the bug at the office.,The doctor will fail to fix the bug at the office.,The doctor will not fix the bug at the office.
99,doctor,fix,the bug,at the office,Q,M,QM_vs_MQ,The doctor fixed the bug at the office.,Is it reportedly true that the doctor fixed the bug at the office?,Did the doctor reportedly fix the bug at the office?
99,doctor,fix,the bug,at the office,Q,T,QT_vs_TQ,The doctor fixed the bug at the office.,Will it be true that the doctor will fix the bug at the office?,Will the doctor fix the bug at the office?
99,doctor,fix,the bug,at the office,M,T,MT_vs_TM,The doctor fixed the bug at the office.,The doctor reportedly will fix the bug at the office.,The doctor will reportedly fix the bug at the office.
100,editor,accept,the explanation,during the meeting,N,Q,NQ_vs_QN,The editor accepted the explanation during the meeting.,Did the editor fail to accept the explanation during the meeting?,Is it false that the editor accepted the explanation during the meeting?
100,editor,accept,the explanation,during the meeting,N,M,NM_vs_MN,The editor accepted the explanation during the meeting.,The editor did not reportedly accept the explanation during the meeting.,The editor reportedly refused to accept the explanation during the meeting.
100,editor,accept,the explanation,during the meeting,N,T,NT_vs_TN,The editor accepted the explanation during the meeting.,The editor will fail to accept the explanation during the meeting.,The editor will not accept the explanation during the meeting.
100,editor,accept,the explanation,during the meeting,Q,M,QM_vs_MQ,The editor accepted the explanation during the meeting.,Is it reportedly true that the editor accepted the explanation during the meeting?,Did the editor reportedly accept the explanation during the meeting?
100,editor,accept,the explanation,during the meeting,Q,T,QT_vs_TQ,The editor accepted the explanation during the meeting.,Will it be true that the editor will accept the explanation during the meeting?,Will the editor accept the explanation during the meeting?
100,editor,accept,the explanation,during the meeting,M,T,MT_vs_TM,The editor accepted the explanation during the meeting.,The editor reportedly will accept the explanation during the meeting.,The editor will reportedly accept the explanation during the meeting.
101,analyst,update,the schedule,before the deadline,N,Q,NQ_vs_QN,The analyst updated the schedule before the deadline.,Did the analyst fail to update the schedule before the deadline?,Is it false that the analyst updated the schedule before the deadline?
101,analyst,update,the schedule,before the deadline,N,M,NM_vs_MN,The analyst updated the schedule before the deadline.,The analyst did not apparently update the schedule before the deadline.,The analyst apparently failed to update the schedule before the deadline.
101,analyst,update,the schedule,before the deadline,N,T,NT_vs_TN,The analyst updated the schedule before the deadline.,The analyst will fail to update the schedule before the deadline.,The analyst will not update the schedule before the deadline.
101,analyst,update,the schedule,before the deadline,Q,M,QM_vs_MQ,The analyst updated the schedule before the deadline.,Is it apparently true that the analyst updated the schedule before the deadline?,Did the analyst apparently update the schedule before the deadline?
101,analyst,update,the schedule,before the deadline,Q,T,QT_vs_TQ,The analyst updated the schedule before the deadline.,Will it be true that the analyst plans to update the schedule before the deadline?,Will the analyst update the schedule before the deadline?
101,analyst,update,the schedule,before the deadline,M,T,MT_vs_TM,The analyst updated the schedule before the deadline.,The analyst apparently plans to update the schedule before the deadline.,The analyst will apparently update the schedule before the deadline.
102,teacher,fix,the bug,during the meeting,N,Q,NQ_vs_QN,The teacher fixed the bug during the meeting.,Did the teacher fail to fix the bug during the meeting?,Is it false that the teacher fixed the bug during the meeting?
102,teacher,fix,the bug,during the meeting,N,M,NM_vs_MN,The teacher fixed the bug during the meeting.,The teacher did not reportedly fix the bug during the meeting.,The teacher reportedly failed to fix the bug during the meeting.
102,teacher,fix,the bug,during the meeting,N,T,NT_vs_TN,The teacher fixed the bug during the meeting.,The teacher will fail to fix the bug during the meeting.,The teacher will not fix the bug during the meeting.
102,teacher,fix,the bug,during the meeting,Q,M,QM_vs_MQ,The teacher fixed the bug during the meeting.,Is it reportedly true that the teacher fixed the bug during the meeting?,Did the teacher reportedly fix the bug during the meeting?
102,teacher,fix,the bug,during the meeting,Q,T,QT_vs_TQ,The teacher fixed the bug during the meeting.,Will it be true that the teacher plans to fix the bug during the meeting?,Will the teacher fix the bug during the meeting?
102,teacher,fix,the bug,during the meeting,M,T,MT_vs_TM,The teacher fixed the bug during the meeting.,The teacher reportedly plans to fix the bug during the meeting.,The teacher will reportedly fix the bug during the meeting.
103,engineer,fix,the bug,in the morning,N,Q,NQ_vs_QN,The engineer fixed the bug in the morning.,Did the engineer fail to fix the bug in the morning?,Is it false that the engineer fixed the bug in the morning?
103,engineer,fix,the bug,in the morning,N,M,NM_vs_MN,The engineer fixed the bug in the morning.,The engineer did not reportedly fix the bug in the morning.,The engineer reportedly did not fix the bug in the morning.
103,engineer,fix,the bug,in the morning,N,T,NT_vs_TN,The engineer fixed the bug in the morning.,The engineer will fail to fix the bug in the morning.,The engineer will not fix the bug in the morning.
103,engineer,fix,the bug,in the morning,Q,M,QM_vs_MQ,The engineer fixed the bug in the morning.,Is it reportedly true that the engineer fixed the bug in the morning?,Did the engineer reportedly fix the bug in the morning?
103,engineer,fix,the bug,in the morning,Q,T,QT_vs_TQ,The engineer fixed the bug in the morning.,Will it be true that the engineer plans to fix the bug in the morning?,Will the engineer fix the bug in the morning?
103,engineer,fix,the bug,in the morning,M,T,MT_vs_TM,The engineer fixed the bug in the morning.,The engineer reportedly plans to fix the bug in the morning.,The engineer will reportedly fix the bug in the morning.
104,auditor,complete,the repair,for the committee,N,Q,NQ_vs_QN,The auditor completed the repair for the committee.,Did the auditor fail to complete the repair for the committee?,Is it false that the auditor completed the repair for the committee?
104,auditor,complete,the repair,for the committee,N,M,NM_vs_MN,The auditor completed the repair for the committee.,The auditor did not reportedly complete the repair for the committee.,The auditor reportedly did not complete the repair for the committee.
104,auditor,complete,the repair,for the committee,N,T,NT_vs_TN,The auditor completed the repair for the committee.,The auditor will fail to complete the repair for the committee.,The auditor will not complete the repair for the committee.
104,auditor,complete,the repair,for the committee,Q,M,QM_vs_MQ,The auditor completed the repair for the committee.,Is it reportedly true that the auditor completed the repair for the committee?,Did the auditor reportedly complete the repair for the committee?
104,auditor,complete,the repair,for the committee,Q,T,QT_vs_TQ,The auditor completed the repair for the committee.,Will it be true that the auditor plans to complete the repair for the committee?,Will the auditor complete the repair for the committee?
104,auditor,complete,the repair,for the committee,M,T,MT_vs_TM,The auditor completed the repair for the committee.,The auditor reportedly plans to complete the repair for the committee.,The auditor will reportedly complete the repair for the committee.
105,operator,verify,the report,during the meeting,N,Q,NQ_vs_QN,The operator verified the report during the meeting.,Did the operator fail to verify the report during the meeting?,Is it false that the operator verified the report during the meeting?
